Date / Time,City,State,Shape,Duration,Summary,Posted
4/26/2020 22:00,Fort Wright,KY,Light,15 minutes,Lights in sky looking like a string of 15 lights going down. ((Starlink satellites?)),6/25/2020
4/26/2020 22:00,Science Hill,KY,Other,5 minutes,A line of about 15 dots like stars in a perfect line by the moon in a pattern like . ... . .. ... E ((Starlink satellites?)),6/25/2020
4/26/2020 22:00,Heber,UT,Formation,30 seconds,"39 lights moving in an ESE direction. Unknown altitude, estimate 5-7 mile length,((Starlink satellites?))",6/25/2020
4/26/2020 22:00,Robertsville,MO,Circle,One minute,"Circular white objects spaced perfectly apart , about 30 of them, moving fast in a straight line, ((Starlink satellites?))",6/25/2020
4/26/2020 22:00,Delta,UT,Formation,5 seconds,"35 objects flying approximately 1,500 feet above ground going in a straight line-type formation. ((Starlink satellites?))",6/25/2020
4/26/2020 22:00,Niles,MI,Unknown,15-20 seconds,15-20 lights in the sky. ((Starlink satellites?)),6/25/2020
4/26/2020 22:00,Marion,TX,Triangle,10 minutes,"Triangle or like a privates patch on its edge with no third end,",6/25/2020
4/26/2020 22:00,Greencastle,IN,Light,A long line of lights in,We watched at least 20 perfectly. ((Starlink satellites?)),6/25/2020
4/26/2020 21:45,West Allis,WI,Circle,30 minutes,wife an I see craft over w. allis for about 30 min an then it drifted n.w. out of sight,6/25/2020
4/26/2020 21:30,Lebanon,TN,Light,1 minute,15 objects in a single file line disappearing. ((Starlink satellites?)),6/25/2020
4/26/2020 21:30,Jacksonville,IL,Formation,10,((NUFORC Note: Witness provides no information. PD)),6/25/2020
4/26/2020 21:30,Jacksonville,IL,Light,5 min,A line of fast moving lights coming from the north west all disappeared into the same location. ((Starlink satellites?)),6/25/2020
4/26/2020 21:30,Breese,IL,Formation,3 minutes,"Vertical linear formation of lights that resembled stars, but disintegrated one by one. ((Starlink satellites?))",6/25/2020
4/26/2020 21:30,Adams,TN,Circle,10 minutes,Vertical line of lights disappearing one after another after about5 minutes. ((Starlink satellites?)),6/25/2020
4/26/2020 21:25,Palmyra,WI,Sphere,1 minute,line of white lights travel across palmyra sky and disappear. ((Starlink satellites?)),6/25/2020
4/26/2020 21:23,Aurora,IL,Light,:45 seconds,"Line of possible UFO's sighted over Aurora IL, USA. ((Starlink satellites?))",6/25/2020
4/26/2020 21:20,Westmont,IL,Light,2-4 minutes,Line of star-like lights all moving slowly across the night sky until they abruptly disappeared. ((Starlink satellites?)),6/25/2020
4/26/2020 21:20,East Peoria,IL,Light,45 SEC,"2 separate sighting same location within 5 minutes, first sight, then about 20 lights continous same direction ((Starlink satellites?))",6/25/2020
4/26/2020 21:20,Johnsburg,IL,Light,45 seconds,15 UFO white lights in a single file line Johnsburg Illinois. ((Starlink satellites?)),6/25/2020
4/26/2020 21:15,Maysville,IA,Formation,3-4 minutes,30-50 White lights in a perfect line. ((Starlink satellites?)),6/25/2020
4/26/2020 21:10,Jordan,MN,Circle,3 minutes,Line of light appeared and disappeared. ((Starlink satellites?)),6/25/2020
4/26/2020 21:10,Valparaiso,IN,Formation,3 minutes,Straight line formation of 30 bright objects traveling east. ((Starlink satellites?)),6/25/2020
4/26/2020 21:10,Naperville,IL,Light,3 minutes,We saw about 100 tiny lights like stars flying in a straight line from the west to the east directly over our home. They were very dist,6/25/2020
4/26/2020 21:09,Menomonee Falls,WI,Circle,1.5 minutes,Line of lights in the sky. ((Starlink satellites?)),6/25/2020
4/26/2020 21:08,Wheaton,IL,Circle,30 seconds,I saw about 20 circular lit-up objects flying in a row in the sky. ((Starlink satellites?)),6/25/2020
4/26/2020 21:05,Madison,WI,Sphere,15 seconds,Saw and counted a line of 10 pretty much evenly spaced lights moving fairly fast and horizontal ((Starlink satellites?)),6/25/2020
4/26/2020 21:03,Mankato,MN,Light,10 minutes,I saw a fleet of UFOs straight in a line passing over mankato. ((NUFORC Note: Witness provides no information. PD)),6/25/2020
4/26/2020 21:00,Peotone,IL,Other,,Myself and 3 other family members saw a line of 60 to 100 lights. ((Starlink satellites?)),6/25/2020
4/26/2020 21:00,Aurora,IL,Light,1 minute,We were in the backyard BBQing and looked up in the sky and seen a line of bright lights very high ((Starlink satellites?)),6/25/2020
4/26/2020 21:00,Hannibal,M0,Formation,2-3 minutes,Line formation of UFO’s leaving the atmosphere. ((Starlink satellites?)),6/25/2020
4/26/2020 21:00,Springfield,IL,Light,1 minute,String of white lights. ((Starlink satellites?)),6/25/2020
4/26/2020 20:40,Plainfield,IL,Light,About 3 minutes,I noticed from the corner of my eye a string of lights. ((Starlink satellites?)),6/25/2020
4/26/2020 20:18,Rancho Cucamonga,CA,Circle,90 Seconds,Very Bright circle aircraft with 4 bright lights like lightbulbs.,6/25/2020
4/26/2020 20:05,Carlinville,IL,Light,1 minute,BRIGHT LIGHTS 10-15 IN NUMBERS FLYING IN A PERFECT STRAIGHT LINE. ((Starlink satellites?)),6/25/2020
4/26/2020 19:58,Pueblo,CO,,,MADAR Node 83,6/25/2020
4/26/2020 19:45,Madison,WI,Unknown,4 to 5 minutes,"red light through the sky at first, then 2 large square/rectangle were observed",6/25/2020
4/26/2020 19:30,Houston,TX,Circle,35min,Changed different colors and stayed stationary like a planet or blinking star. Till it descended to earth.,6/25/2020
4/26/2020 19:22,Florissant,MO,Circle,30 seconds,Saw a straight line of small orbs going up in the sky at angle. ((Starlink satellites?)),6/25/2020
4/26/2020 19:00,Rio de Janeiro (Brazil),,Other,5 minutes,Seis ovnis como se fossem estrelas navegaram em linha reta mantendo uma distância semelhante ((Starlink satellites?)),6/25/2020
4/26/2020 18:00,Markham,IL,Formation,2 minutes,They were seen flying southeasterly Direction. I will find a straight line formation smaller ones in the front followed by one large ai,6/25/2020
4/26/2020 14:10,Grand Junction,CO,,,MADAR Node 75,6/25/2020
4/26/2020 13:04,Mt. Vernon,IN,,,MADAR Node 119,6/25/2020
4/26/2020 13:00,Blackville (Canada),NB,Oval,5 minutes,I was flying my Phantom pro drone around 600 ft up when I saw a black flat half a oval shaped object fly over it but it was about 3000f,6/25/2020
4/26/2020 11:54,Joliet,IL,Formation,9 minutes,White lights forming straight line. ((Starlink satellites?)),6/25/2020
4/26/2020 9:54,Houston,TX,,,MADAR Node 118,6/25/2020
4/26/2020 9:25,Casey,IL,Circle,3 minutes,14 lights. ((Starlink satellites?)),6/25/2020
4/26/2020 9:24,Richwoods,MO,Light,2 minutes,single lights entering something that couldnt be seen. ((Starlink satellites?)),6/25/2020
4/26/2020 9:22,Milwaukee,WI,Circle,925,8 lines in a row showered up and the disappeared. ((Starlink satellites?)),6/25/2020
4/26/2020 4:30,Mesa,AZ,Circle,~30 seconds,"Faint light moving south to north, western sky about 4:30am 25th april could have been satellite.",6/25/2020
4/26/2020 2:30,St. Louis,MO,Light,about 1 hour,Lights in the sky and abduction.,6/25/2020
4/26/2020 2:30,Orlando,FL,Unknown,15 minutes,Large sparkle: seen MULTIPLE nights in a row,6/25/2020
4/26/2020 0:00,Sandy Hook,CT,Circle,12:00 AM- 12:40 AM,Loud Vibrating Noise and Object.,6/25/2020
4/26/2020 0:00,Wadhams,MI,Formation,5 minutes,ufo sighting leaving work?,6/25/2020
4/25/2020 23:57,Tucson,AZ,Egg,6 minutes,While letting out dog out my wife came to get me about a strange light in the sky. I went to our backyard and in the southern sky was a,6/25/2020
4/25/2020 22:35,Bemidji,MN,Sphere,3 minutes,"Orange sphere travelling low across the sky, then disappears.",6/25/2020
4/25/2020 22:30,Lake Stevens,WA,Other,30 seconds,translucent white massive creature flying above lake stevens.,6/25/2020
4/25/2020 22:05,Cambridge Township,MN,Light,30+ minutes,I saw a bright white light when I looked W to the top of the trees. It was 4 to 5 times the size of the largest star. ((Venus?)),6/25/2020
4/25/2020 22:00,Moriarty,NM,Circle,7 minutes,UFO in front of the moon.,6/25/2020
4/25/2020 21:45,Elbert,CO,Formation,30 seconds,"vertical formation of stars connected by a straight, bright white light.",6/25/2020
4/25/2020 21:45,Ft. Morgan,CO,Light,10 minutes,But look like several moving stars crawling up into the sky into a sequence line. ((Starlink satellites?)),6/25/2020
4/25/2020 21:39,Cole Harbour (Canada),NS,Formation,21:40,Strange Light Formation spotted on back deck. ((Spacelink satellites?)),6/25/2020
4/25/2020 21:30,Logan,UT,Formation,10 seconds,"String of lights composed of ~12 circular objects. Appeared briefly (10 seconds),and was moving N to S. ((Starlink satellites?))",6/25/2020
4/25/2020 21:10,St. Charles (?),MN,Circle,10 seconds,"8 or 9, bright star, like shapes, traveling in a straight line to the southeast', 9:10 pm. ((Starlink satellites?))",6/25/2020
4/25/2020 21:00,Eudora,KS,Changing,1 week,Increasing activity over the past week . Circular objects on camera . One large crescent moon like object fading in and out like an ecl,6/25/2020
4/25/2020 20:45,Waterboro,ME,Formation,20-30 seconds,String of multiple white lights traveling across sky. ((Starlink satellites?)),6/25/2020
4/25/2020 20:40,North Conway,NH,Circle,3 minutes,I saw at least 12 glowing orbs in perfect formation traveling diagonally. ((Starlink satellites?)),6/25/2020
4/25/2020 20:35,Lubec,ME,Light,10 minutes,"Two strings of bright white lights (50-60 in total), appeared like a train in the night sky. ((Starlink satellites?))",6/25/2020
4/25/2020 20:35,Bar Harbor,ME,Formation,30-60 seconds,Long trail of slow-moving lights through the night sky. ((Starlink satellites?)),6/25/2020
4/25/2020 20:30,Williston,VT,Unknown,1 minute,3 lights traveling silently across the sky - multiple witnesses. ((Starlink satellites?)),6/25/2020
4/25/2020 20:27,Maple Valley,WA,Cylinder,6 minutes,Cylindrical Object with Flashing White Light is Stationary and then Quickly Disappears.,6/25/2020
4/25/2020 20:00,Sun City,AZ,Oval,Unknown,On Apr25 2020 at approximately 20:00 I went outside my house as it was a beautiful evening I had my cell phone with me. I may have been,6/25/2020
4/25/2020 20:00,Chillicothe,IL,Oval,5 - 8 minutes,Fleet of unidentified lighted aircraft shooting through the Illinois skies. ((Starlink satellites?)),6/25/2020
4/25/2020 12:00,Meriden,CT,Unknown,5 mins,Was out for a walk and saw a very low flying JetBlue. After watching the jet noticed a flashing object in the distance. The object hove,6/25/2020
4/25/2020 10:30,Anniston,AL,Circle,90 min,"On the west side of Anniston, Al. As soon as I walked out I noticed a very bright light in the N. ((Venus?))",6/25/2020
4/25/2020 8:45,Littlerock,AR,,,MADAR Node 56,6/25/2020
4/25/2020 6:25,Newington,CT,,,MADAR Node 106,6/25/2020
4/25/2020 5:33,Aurora (Canada),ON,Circle,,3 circle of lights which formed a triangle in the Southern Sky,6/25/2020
4/25/2020 4:03,Yuma,AZ,Circle,7 minutes,Bright flash of light in sky followed by 2 objects traveling in different directions.,6/25/2020
4/25/2020 2:25,Mountlake Terrace,WA,,,MADAR Node 100,6/25/2020
4/25/2020 1:25,Nickerson,NE,Other,2 minutes,low flying semi transparent silent object,6/25/2020
4/25/2020 0:00,Altura,MN,Formation,30 seconds,4 people saw a formation of at least 19 craft obviously in the outer atmospher travel E to W. ((Starlink satellites?)),6/25/2020
4/24/2020 23:00,Fairfield,ID,Light,10,Row of lights headed Northeast. ((Starlink satellites?)),6/25/2020
4/24/2020 22:30,Ortonville,MI,Formation,5-10 min,The objects where in a straight line turned green with several white dots across the sky moving in a line. ((Spacelink satellites?)),6/25/2020
4/24/2020 22:20,Kenova,WV,Light,10 minutes,Two different blue and red looking lights blinking on each object. One was a little higher than the other. One disappeared in the tree,6/25/2020
4/24/2020 22:07,Grants Pass,OR,Formation,1-2 minutes,"Looking SE towards the coast, I noticed a few lights coming up from behind the pines in my neighbor's yard. ((Starlink satellites?))",6/25/2020
4/24/2020 22:05,Richmond,VA,Cigar,15-20 seconds,This was not a normal aircraft and I hope you can tell me it was because it was bizarre.,6/25/2020
4/24/2020 22:05,Lowell,MI,Light,1 minute,Many bright lights in single file formation crossing the sky. ((Starlink satellites?)),6/25/2020
4/24/2020 22:00,Butte Falls,OR,Other,1.5 hours,Large stationary light. Largest light in the sky with a fog like glow around it like a car headlight. (NUFORC Note: Venus?? PD)),6/25/2020
4/24/2020 21:45,Idaho Springs,CO,Light,15 minutes,Mass UFO sighting. ((Starlink satellites?)),6/25/2020
4/24/2020 21:19,Joshua Tree,CA,Oval,2 hours,From 8 p.m. till 10:30 p.m. there's a bright oval shaped object in the same spot for the last week. ((Venus??)),6/25/2020
4/24/2020 21:05,Escanaba,MI,Formation,5minutes,"2 long linear formations of lights spotted, lights looked like, slow speed, silent. ((Starlink satellites?))",6/25/2020
4/24/2020 21:00,Pardeeville,WI,Other,2 minutes,me my wife a friend and 2 kids 10 and 12 saw many lights in a line fly across the sky and disappear. ((Starlink satellites?)),6/25/2020
4/24/2020 20:51,Houston,TX,,,MADAR Node 118,6/25/2020
4/24/2020 20:05,Marysville,MI,Sphere,2 minutes,A line of lights was observed moving slowly at a low elevation. ((Starlink satellites?)),6/25/2020
4/24/2020 20:00,Ottawa (Canada),ON,Circle,10 minutes,((NUFORC Note: Witness provides no information. PD)),6/25/2020
4/24/2020 16:13,Oaklandon,IN,,,MADAR Node 87,6/25/2020
4/24/2020 16:00,Oshkosh,WI,Oval,1 minute,"two silver oval shapes flying side by side ,clear day nothing such as an aeroplane body conecting them.No noise",6/25/2020
4/24/2020 15:57,Boise,ID,,,MADAR Node 111,6/25/2020
4/24/2020 11:00,Moorhead,MN,Diamond,7 SECONDS,2 BLUE/GREEN OBJETS AT 5000 FT AND GAINING ALTITUDE IN FULL SUNLIGHT,6/25/2020
4/24/2020 10:30,Flint,MI,Cylinder,30 seconds,20 unidentified bright lights in single form going at a high speed in the sky. ((Starlink satellites?)),6/25/2020
4/24/2020 10:08,Essexville,MI,Formation,3 minutes,Approximately a mile long then started to move and disappeared. ((Starlink satellites?)),6/25/2020
4/24/2020 10:05,Haslett,MI,,1 minute,Lights in a string that then went off. ((Starlink satellites?)),6/25/2020
4/24/2020 10:00,Traverse City,MI,Other,60 seconds,There were 2 one after another of about 20 lights in a row traveling east. ((Spacelink satellites?)),6/25/2020
4/24/2020 4:05,Selkirk,MB,Circle,About 15 sec,Two objects that appeared to be satellites but changing speed and direction.,6/25/2020
4/24/2020 2:35,,TX,Flash,,I was going to take my dog outside to go to the restroom and i went to look up in the sky and i saw a flash of light appear in a shape,6/25/2020
4/24/2020 1:25,North Port,FL,,,MADAR Node 147,6/25/2020
4/23/2020 23:55,San Bernardino,CA,Light,2 minutes,As my cousin and I were outside on the porch staring at the Big Dipper and all of a sudden a little light next to the Big Dipper broke,6/25/2020
4/23/2020 23:30,Moreno Valley,CA,Light,30 minutes,3 lights hovering over Riverside County. 2 eye witnesses.,6/25/2020
4/23/2020 23:00,Moncton (Canada),NB,Formation,,Bright light turns into many small lights which turn into triangle formation.,6/25/2020
4/23/2020 22:15,Searsmont,ME,Sphere,40 minuted,Spherical colorful craft with brights and non consistent movements.,6/25/2020
4/23/2020 22:00,Goodyear,AZ,Light,30 minutes,Object with two lights on each far end that would stay in perfect sync and appear horizonal one minute then vertical within seconds,5/15/2020
4/23/2020 22:00,Chapel Hill,NC,Circle,1 minute,Orb moving over the nighttime Chapel Hill suburbs,6/25/2020
4/23/2020 22:00,Ferndale,WA,Light,5 sec,Multiple fast traveling lights at a short distance very bright,6/25/2020
4/23/2020 22:00,Millerton,PA,Sphere,10 minutes,"We observed an orange orb low and slow in the Northwestern sky, while responding to a MADAR alert.",6/25/2020
4/23/2020 22:00,Plain,WA,Formation,2 minutes,A uniform line of lights appeared from out of the stars facing southeast then unatturally vanished. ((Spacelink satellites?)),6/25/2020
4/23/2020 21:59,Millerton,PA,,,MADAR Node 104,7/3/2020
4/23/2020 21:30,Nuevo Vallarta (Mexico),,Other,7 sec,"I saw a kind of star moving from left to the right with a tail of mini stars, it flay to the sky and disappeared. Maybe a meteorite or",6/25/2020
4/23/2020 21:25,Valrico,FL,Formation,3 minutes,A perfect row of formation lights in a line moving across the nights sky. ((Starlink satellites?)),6/25/2020
4/23/2020 20:45,Northport,NY,,10,((NUFORC Note: Witness provides no information. PD)),6/25/2020
4/23/2020 20:20,Newcastle (Australia),,Triangle,2 minutes,I am a mother I live in Australia and my friend and I 100% seen something in the sky at about 8pm 23rd of April 2020.,6/25/2020
4/23/2020 19:00,Swedesboro,NJ,Cigar,2 minutes,On this day and time as I was leaving work is when I saw a bright object in the sky. It was raining and the skies were grey with clouds,6/25/2020
4/23/2020 18:45,Santa Maria,CA,Other,35 seconds,I have a picture of a craft that almost caused the driver to wreck.,6/25/2020
4/23/2020 17:46,Whately,MA,,,MADAR Node 67,6/25/2020
4/23/2020 16:37,Jonesboro,AR,,,MADAR Node 143,6/25/2020
4/23/2020 11:45,Lee,NH,Formation,10 seconds,cigar shaped object with two florescent tube like lights moving all around it.,6/25/2020
4/23/2020 3:00,Las Vegas,NV,Oval,10 minutes,I was driving up lakes mead towards the lake as I was turning around I looked out in the distance I just could not believe what I was l,5/1/2020
4/23/2020 1:35,Cypress,CA,Triangle,50 minutes,Ring app captures unique cloud formations then triangular lighted object followed by what appears to be a disc shaped object.,5/1/2020
4/23/2020 1:20,Calamba (Philippines),,Chevron,<1 minute,"We were waiting for lyrids meteor shower facing north east. Then when I looked at the other side of the sky, I saw it and I told the th",5/1/2020
4/23/2020 1:15,Ottawa (Canada),ON,Formation,8-10 seconds,"5 objects that moved kind of like birds in a V formation, but were lit up and glowing in the dark night sky.",5/1/2020
4/23/2020 1:00,Great Barrington,MA,Other,4 hours,I was lying in bed at 1am when I saw what looked like a reflection of two street lights on my window. I kept looking closer because I h,6/25/2020
4/23/2020 1:00,Pawtucket,RI,Light,1-3 hours,Pawtucket RI/Attleboro MA line. Two lights one being bright moving very slowly along tree line. To the NE closer prox drone w/ light,6/25/2020
4/22/2020 23:15,Modesto,CA,Triangle,40 seconds,Triangle shaped aircraft with three lights flying high and quiet.,6/25/2020
4/22/2020 23:00,Pocomoke City,MD,Light,2 minutes,Tonight it was the usual ball of light that dimmed and brightened on and off then disappeared. Last week myself and my wife witnessed a,5/15/2020
4/22/2020 22:30,Ashton (Canada),ON,Circle,1 hour,"6 objects seen in sky flying in back and forth and circling each other at 10:30pm April 22, 2020 in Ashton, Ottawa Ontario.",6/25/2020
4/22/2020 22:30,Newport Beach,CA,Circle,6 hours,I saw this flying object around 10:30 at night I was at Newport Beach to see the bioluminescence it was there for 6 hours I left around,6/25/2020
4/22/2020 22:00,Clifton Springs,NY,Chevron,2-3 minutes,"Low-flying, asymmetrically-lit, silent pseudo-airplane flying on a clear night.",5/15/2020
4/22/2020 22:00,Albany,OR,Other,30 seconds,"Seen six lights trailing each other, then banishes then 10 seconds later appeared a little more. ((Starlink satellites??)",5/1/2020
4/22/2020 21:57,Burnaby (Canada),BC,Other,30 seconds,Bunch of lights interconnected. ((Starlink satellites)),5/1/2020
4/22/2020 20:50,Ricetown,KY,Light,20 minutes,Blinking lights in forest and in yard.,5/15/2020
4/22/2020 10:00,Compton,CA,Circle,1 hour,Circular object floating on top of my apartment complex in the middle it was spinning really quick then it disappeared.,6/25/2020
4/22/2020 8:58,Greer,SC,Cigar,1 minute,White cylinder object disappears in a blink of an eye.,5/1/2020
4/22/2020 8:48,Waco,TX,Sphere,3 minutes,I saw a beam of blue light as I watched the other UFO zip through the sky,5/15/2020
4/22/2020 8:45,Louisville,KY,Circle,10 minutes,"Man It Was So Crazy, 3 Very Dark Black Flying UFO'S We Saw, But We At First Thought They Were Bats, But Thought There Were One Then It",6/25/2020
4/22/2020 3:45,Newport,WA,Unknown,5 seconds,Zig zag light in the sky.,6/25/2020
4/22/2020 3:30,Norwalk,OH,Triangle,Few seconds,I’m from Norwalk Ohio. At 330am this morning 4/22/2020 I went outside to look at the meteor showers. I was looking around the area they,5/1/2020
4/22/2020 3:20,Minot,ND,Formation,5 minutes,Fleet of unknown fast moving bright objects. ((Starlink satellites)),5/15/2020
4/22/2020 3:00,Curwensville,PA,Triangle,3 minutes,Triangular object hovering fairly low to the ground before disappearing out of sight. Witnessed by 5 people,6/25/2020
4/22/2020 2:23,Stateline,NV,,,MADAR Node 160,6/25/2020
4/22/2020 2:00,Bangalore (India),,Triangle,15:00,I spotted something incredible on 22nd of April 2020 around 2:00am to 2:15 am in the morning. It was a massive triangular shaped object,6/25/2020
4/22/2020 1:00,Ware,MA,Formation,3 minutes,Two rings composed of bulb-like objects were spotted before speeding away.,6/25/2020
4/22/2020 1:00,Hoodsport,WA,Circle,4 hours,"Travel SE to NE, and back, at least 8 times.",6/25/2020
4/22/2020 0:15,Lago Vista,TX,Light,20 minutes,Very bright white large star moving very slow then reversed direction in erratic line.,6/25/2020
4/21/2020 0:00,Overland Park,KS,Cross,2-3 hours,Diamond in the sky?,6/25/2020
4/21/2020 0:00,Airdrie (Canada),AB,Chevron,10 seconds,"Very large silent Chevron boomerang shape moving north approximately 1500 mph no noise. Instant fear, checked family and went into base",6/25/2020
4/21/2020 23:00,Grand Rapids,MI,Light,On going,Looking to the NW from Grand Rapids Michigan about half way above the horizon line are stationary lights. Appearing to close and to bri,6/25/2020
4/21/2020 22:30,Dobbs Ferry,NY,Circle,3 minutes,"Flashing white orb 1 second on 8-12 seconds off 30,000 ft elevation.",6/25/2020
4/21/2020 22:00,Lovington,NM,Circle,>1 hour,We then used a iPhone camera to zoom in on the object and were surprised with what we saw. It was a circular shaped with a circular typ,6/25/2020
4/21/2020 21:45,Brantford (Canada),ON,Triangle,2 hours,was walking home and I saw flaming rainbows one followed me home very low to ground.There were 5 colored flames pointing upward startin,6/25/2020
4/21/2020 21:30,Tinley Park,IL,Circle,20,White circle object that was super bright and low in sky in Tinley park Illinois,5/1/2020
4/21/2020 21:30,Tinley Park,IL,Circle,20,"White object big and bright. Tinley park, illinois",6/25/2020
4/21/2020 21:00,Chicago,IL,Disk,15,Disc shaped light over Chicago.,6/25/2020
4/21/2020 21:00,Plymouth/ maple grove,MN,Changing,5 minutes,My boyfriend and I were out for a drive because there was supposed to be a meteor shower. As we were driving seen 2 objects in the sky.,6/25/2020
4/21/2020 20:30,Interlaken,NJ,Changing,35 minutes,It would zig zag and fo up and down not the first tome I’ve seen. ((NUFORC Note: Venus?? PD)),5/15/2020
4/21/2020 19:25,Puerto Varas (Chile),,Chevron,8 seconds,One Chevron Shaped UFO warping light effect around it.,6/25/2020
4/21/2020 18:00,Cary,IL,Circle,2 minutes,"Four round, and silver objects flying high and changing formations.",5/1/2020
4/21/2020 15:30,Henderson,NV,Circle,30 minutes,I saw a silvery white objects approximately 8 of them flying above ((Starlink satellites?)),6/25/2020
4/21/2020 10:05,Weiser,ID,Formation,5 minutes,4 flashing lights3 red 1 white in changing formation,6/25/2020
4/21/2020 4:00,Port Charlotte,FL,Cylinder,20 minutes,"On April 21st, at 4 a.m. I noticed 2 lights in the sky. They were flashing. This was the second time me seeing this. The 1st time my in",6/25/2020
4/21/2020 3:00,Newberry,MI,Fireball,4 minutes,Six friends see a strange fireball flying in a unique pattern.,6/25/2020
4/21/2020 2:45,Seabrook,TX,Fireball,15 minutes,"Introduction: On 04/21/2020 at approximately 02:45hrs., witnesses observed a vertically elongated light source that appeared to be in t",6/25/2020
4/21/2020 1:10,Jonesboro,AR,,,MADAR Node 143,6/25/2020
4/20/2020 23:34,Sanford,FL,,,MADAR Node 91,6/25/2020
4/20/2020 23:00,East Falmouth,MA,Light,7 minute,"Around 11 PM, I looked out of my bedroom window and saw an orange light going straight from northeast to southwest. It looked about pla",6/25/2020
4/20/2020 23:00,Badger,IA,,1.5 hours,((NUFORC Note: Witness provides no information. Later reports that event was caused by sighting of Venus. PD)),5/1/2020
4/20/2020 22:25,Bath Township,OH,Unknown,2 events each 30 secs,Observed multiple orange orbs in northern Ohio sky,6/25/2020
4/20/2020 22:15,Ponton (Canada),MB,Light,15 minutes,"Line of over 30 flying aircraft lights seen travelling, equal distance and speed, west to east, single file. ((Starlink satellites))",5/1/2020
4/20/2020 22:00,Chicago,IL,Light,2 seconds,Chicago Ohare Sighting 4.20.20,6/25/2020
4/20/2020 22:00,Oak Harbor,WA,Circle,3 hours,Orange Glowing Circle Hovering and Making Abrupt Course Changes in Western Washington.,6/25/2020
4/20/2020 21:22,Stamford,CT,Unknown,15 seconds repeated sever,"Grid FN31FC Heard what sounded like a boom, or sonic type of a boom Stamford, Ct. Anyone else hear that. Possible high-flying jet causi",6/25/2020
4/20/2020 21:15,Collinsville,CT,Circle,~1 hour,Lights in the shape of a “V” traveling westward and becoming circular and stationary in the west about 60° above the horizon.,6/25/2020
4/20/2020 21:00,Muncy,PA,Formation,2-3 minutes?,"Formation of 8-10? star-like lights, equal distance apart, quietly gliding across sky from SW to NE ((Starlink satellites?))",6/25/2020
4/20/2020 20:30,Calera,OK,Teardrop,5 minutes,Red yellow orb travels erratically.,6/25/2020
4/20/2020 19:29,Santo Domingo,,Sphere,5 minutos,Objeto volador no identificado a las arturas de las estrellas. ((Starlink satellites??)),5/1/2020
4/20/2020 11:30,Clinton,MI,Light,3 seconds,White/yellow light appeared in the sky...shot off insanely fast and then disappeared.,6/25/2020
4/20/2020 11:15,Enterprise,AL,Sphere,30,My 9 year old son and I both saw a dark grey sphere shaped craft.,6/25/2020
4/20/2020 9:35,Union,SC,Other,2 minutes,04/20/2020 Bright White Triangular light lighting up woods with Yellow light towards the top of trees- SC,6/25/2020
4/20/2020 9:16,Fishkill/Wappingers/Beacon,NY,Circle,Hour,"CHANGING COLOR CIRCULAR UFO - Dutchess County ((NUFORC Note: Venus is in the western sky, currently. PD))",6/25/2020
4/20/2020 8:55,Fairfax,VA,,,MADAR Node 122,6/25/2020
4/20/2020 8:45,Sequim,WA,Light,15 seconds,Bright light was seen east of Venus. Light was brighter then Venus. Headed north and slowly disappeared. Light vanished,6/25/2020
4/20/2020 3:29,Princeton,IN,Triangle,7 mins,"Triangular object with blue lights on corners, red light in center, viewed with binoculars.",6/25/2020
4/20/2020 1:25,Estes Park,CO,,,MADAR Node 158,6/25/2020
4/20/2020 0:15,Coleman,WI,Circle,20 minutes,"Golden/orange very bright circular shaped UFO just northeast of Coleman, WI. Positioned very low just over the treetops. It was statio",6/25/2020
4/19/2020 0:00,Lake Orion,MI,Other,25,15-20 Star looking Objects that we’re NOT stars. ((Starlink satellites?)),6/25/2020
4/19/2020 23:20,Mora,MN,Triangle,5 seconds,3 very dim lights that formed a triange moving at a fast speed.,6/25/2020
4/19/2020 23:00,Watkins,MN,Light,Idk,Rural Minnesota odd lights.,6/25/2020
4/19/2020 22:45,Schwebheim (Germany),,Light,10 minutes,These lights traveled in a highly disciplined file but had no sound. ((Starlink satellites)),5/1/2020
4/19/2020 22:30,Etobicoke (Canada),ON,Unknown,1.2 hours,Possible ORB in sky?,6/25/2020
4/19/2020 22:10,Darlington (UK/England),,Light,30 minutes,Line of lights in the sky. ((Starlink satellites)),5/1/2020
4/19/2020 22:05,Saugus,MA,Circle,30 minutes,"Bright white flashing roundish object, center of the object appeared to be emitting a red, then green, then bluish light at the center.",6/25/2020
4/19/2020 22:00,Wausau,WI,Triangle,5 seconds,10-14 white triangles flying in symmetry with no lights or sound associated with it .,6/25/2020
4/19/2020 21:45,Ocean View,HI,Light,1-2 minutes,One bright light circling from behind the cloud like a flashlight from above.,6/25/2020
4/19/2020 21:40,Leicester (UK/England),,Formation,25 minutes,Looked out of bedroom window before turning in to bed and noticed 2 white stars close together but moving. ((Starlink satellites)),5/1/2020
4/19/2020 21:35,Baraut (India),,Triangle,10,I am sure I saw UFO. It was triangle and transparent from middle.,6/25/2020
4/19/2020 21:30,Lakeville,MN,Light,30 minutes,Lights moving in single file line and direction toward NE sky. ((Starlink satellites?)),6/25/2020
4/19/2020 21:30,Boucherville (Canada),QC,Light,5 minutes,Sporadic crossing over each other flying. Not in formation at all and moving fast and zigzagging,6/25/2020
