datetime,city,state,country,shape,duration,summary,posted,latitude,longitude
4/27/2020 21:00,South Charleston,WV,us,Light,5min,Strand of lights perfectly spaced moving in unison across the sky. I counted over 20 crafts. ((Starlink satellites?)),6/25/2020,38.3613,-81.6956
4/27/2020 21:00,North Potomac,MD,us,Light,2 minutes,In a clear sky 12-14 star like objects flying in a straight line from North towards South . ((Starlink satellites?)),6/25/2020,39.113,-77.2529
4/27/2020 21:00,Severn,MD,us,Circle,7 minutes,25-30 White Lights Flying Over Severn. ((Starlink satellites?)),6/25/2020,39.1372,-76.6917
4/27/2020 20:50,Houston,TX,us,Circle,1-2 minutes,Circular object rotating and flying at a high rate of speed appeared to be avoiding my camera by turning off its lights.,6/25/2020,29.7608,-95.3695
4/27/2020 20:45,Quartzsite,AZ,us,Light,25 seconds,Flashing lghts inconsistent string blink bright to dim wavy flight patern ((Starlink satellites?)),6/25/2020,33.6667,-114.2171
4/27/2020 20:40,Binghamton,NY,us,Light,5 to 10 minutes,About 10 to 15 white lights in a line seen in Upstate New York. ((Starlink satellites?)),6/25/2020,42.1022,-75.9117
4/27/2020 20:40,Newberg,OR,us,Light,15 minutes,Object with two whitish lights and blue glow flying over Chehalem mountains,6/25/2020,45.3003,-122.9792
4/27/2020 20:40,Valley Stream,NY,us,Light,2-3 minutes,Straight string of small white lights across apex of sky. ((Starlink satellites?)),6/25/2020,40.6677,-73.708
4/27/2020 20:30,Vancouver (Canada),BC,us,Formation,10 minutes,"Stars moving across sky in formation, at equal distance and speed, following each other for 10 minutes((Starlink satellites?))",6/25/2020,,
4/27/2020 20:15,Colonial Beach,VA,us,Unknown,15 minutes,Saw 6 objects flying down the Potomac.,6/25/2020,38.2662,-76.9847
4/27/2020 10:14,Indianapolis,IN,us,Formation,10 seconds,15 glowing objects in a strait line disappeared one after another. ((Starlink satellites?)),6/25/2020,39.7685,-86.1562
4/27/2020 9:30,Windsor,MO,us,,2 minutes,convoy of 20+ lights in the evening sky with a witness. ((Starlink satellites?)),6/25/2020,42.3141,-83.0369
4/27/2020 8:45,Eatonville,WA,us,Light,15 seconds,Huge flash of light beamed out of sky into my woods. Noticed it from inside my cabin. Ran outside and the light did not appear to have,6/25/2020,46.8668,-122.2654
4/27/2020 8:40,Newberg,OR,us,Light,5-10 minutes,"A silent double blueish white light that moved extremely fast and did loops, turns, and an extremely fast descent, and blinked on and o",6/25/2020,45.3003,-122.9792
4/27/2020 6:00,Carlsbad,NM,us,Light,10 minutes,"Outside at 6am and looked up abd saw what appeared to be a largwr rgan normal bright star. I watched it for about 3 minutes, then notic",6/25/2020,32.4127,-104.2278
4/26/2020 23:45,San Marcos,TX,us,Triangle,,described as a triangle that was barely reflecting from the moon. It was absolutely silent,6/25/2020,29.8821,-97.94
4/26/2020 23:30,Palmyra Township,IN,us,Other,~1.5 minute,Dogs scratching and whimpering at door. Observed a dark craft the size of a barge over pond in the field. Object was two stories still,6/25/2020,41.8595,-83.9361
4/26/2020 23:30,Claremont,CA,us,Triangle,15-45 seconds,TRIANGULAR AIRCRAFT EERILY SILENT AND SLOW-MOVING,6/25/2020,34.0966,-117.7193
4/26/2020 22:40,Pinckney,MI,us,Other,15 seconds,Many lights up and down. ((Starlink satellites?)),6/25/2020,42.4569,-83.9464
4/26/2020 22:30,Billings,MT,us,Light,2-3 minutes,Seen a trail of 15 -20 lights in a string all travelling SW at a rapid speed. ((Starlink satellites?)),6/25/2020,45.7827,-108.5046
4/26/2020 22:20,Portage,MI,us,Light,30 swc,"Straight line of unevenly spaced lights moving from West-Southwest to East, ((Starlink satellites?))",6/25/2020,42.201,-85.5917
4/26/2020 22:15,Walton Township,KY,us,Formation,1 minute,At least 12 obj objects in a formation. Straight line unequal distances apart. ((Starlink satellites?)),6/25/2020,42.4665,-84.8942
4/26/2020 22:14,Cassopolis,MI,us,Light,30-40 seconds,In-Line groupings of light streaming across night sky and dissapearing at specific point. ((Starlink satellites?)),6/25/2020,41.9154,-86.0125
4/26/2020 22:12,Winchester,KY,us,Other,15 seconds,I looked up at the moon because it ws so beautiful tonight. Right above my ((Starlink satellites?)),6/25/2020,37.9918,-84.1778
4/26/2020 22:10,Union,MI,us,Light,2 minutes,35 small lites fairly straght line all spaced closely in sky headed west to east from Chicago area. ((Starlink satellites?)),6/25/2020,,
4/26/2020 22:10,Indianapolis,IN,us,Sphere,:60,Dozens of white orbs traveling in single file. ((Starlink satellites?)),6/25/2020,39.7685,-86.1562
4/26/2020 22:10,London,KY,us,Light,30 seconds,Small lights moving vertically.,6/25/2020,37.1288,-84.0837
4/26/2020 22:08,Lebanon,IN,us,Formation,45 sec,((NUFORC Note: Witness provides no information. PD)),6/25/2020,37.5699,-85.2526
4/26/2020 22:00,Fort Wright,KY,us,Light,15 minutes,Lights in sky looking like a string of 15 lights going down. ((Starlink satellites?)),6/25/2020,39.0518,-84.5343
4/26/2020 22:00,Science Hill,KY,us,Other,5 minutes,A line of about 15 dots like stars in a perfect line by the moon in a pattern like . ... . .. ... E ((Starlink satellites?)),6/25/2020,37.1769,-84.6361
4/26/2020 22:00,Heber,UT,us,Formation,30 seconds,"39 lights moving in an ESE direction. Unknown altitude, estimate 5-7 mile length,((Starlink satellites?))",6/25/2020,40.5063,-111.4117
4/26/2020 22:00,Robertsville,MO,us,Circle,One minute,"Circular white objects spaced perfectly apart , about 30 of them, moving fast in a straight line, ((Starlink satellites?))",6/25/2020,38.4158,-90.8138
4/26/2020 22:00,Delta,UT,us,Formation,5 seconds,"35 objects flying approximately 1,500 feet above ground going in a straight line-type formation. ((Starlink satellites?))",6/25/2020,37.1961,-89.7381
4/26/2020 22:00,Niles,MI,us,Unknown,15-20 seconds,15-20 lights in the sky. ((Starlink satellites?)),6/25/2020,41.8296,-86.2525
4/26/2020 22:00,Marion,TX,us,Triangle,10 minutes,"Triangle or like a privates patch on its edge with no third end,",6/25/2020,,
4/26/2020 22:00,Greencastle,IN,us,Light,A long line of lights in,We watched at least 20 perfectly. ((Starlink satellites?)),6/25/2020,39.644,-86.8644
4/26/2020 21:45,West Allis,WI,us,Circle,30 minutes,wife an I see craft over w. allis for about 30 min an then it drifted n.w. out of sight,6/25/2020,43.0166,-88.0073
4/26/2020 21:30,Lebanon,TN,us,Light,1 minute,15 objects in a single file line disappearing. ((Starlink satellites?)),6/25/2020,,
4/26/2020 21:30,Jacksonville,IL,us,Formation,10,((NUFORC Note: Witness provides no information. PD)),6/25/2020,30.326,-81.6568
4/26/2020 21:30,Jacksonville,IL,us,Light,5 min,A line of fast moving lights coming from the north west all disappeared into the same location. ((Starlink satellites?)),6/25/2020,30.326,-81.6568
4/26/2020 21:30,Breese,IL,us,Formation,3 minutes,"Vertical linear formation of lights that resembled stars, but disintegrated one by one. ((Starlink satellites?))",6/25/2020,38.6098,-89.5258
4/26/2020 21:30,Adams,TN,us,Circle,10 minutes,Vertical line of lights disappearing one after another after about5 minutes. ((Starlink satellites?)),6/25/2020,39.8652,-91.2003
4/26/2020 21:25,Palmyra,WI,us,Sphere,1 minute,line of white lights travel across palmyra sky and disappear. ((Starlink satellites?)),6/25/2020,42.8784,-88.5803
4/26/2020 21:23,Aurora,IL,us,Light,:45 seconds,"Line of possible UFO's sighted over Aurora IL, USA. ((Starlink satellites?))",6/25/2020,41.7639,-88.29
4/26/2020 21:20,Westmont,IL,us,Light,2-4 minutes,Line of star-like lights all moving slowly across the night sky until they abruptly disappeared. ((Starlink satellites?)),6/25/2020,41.7953,-87.9753
4/26/2020 21:20,East Peoria,IL,us,Light,45 SEC,"2 separate sighting same location within 5 minutes, first sight, then about 20 lights continous same direction ((Starlink satellites?))",6/25/2020,40.6745,-89.5399
4/26/2020 21:20,Johnsburg,IL,us,Light,45 seconds,15 UFO white lights in a single file line Johnsburg Illinois. ((Starlink satellites?)),6/25/2020,42.3803,-88.2423
4/26/2020 21:15,Maysville,IA,us,Formation,3-4 minutes,30-50 White lights in a perfect line. ((Starlink satellites?)),6/25/2020,38.6477,-87.2282
4/26/2020 21:10,Jordan,MN,us,Circle,3 minutes,Line of light appeared and disappeared. ((Starlink satellites?)),6/25/2020,,
4/26/2020 21:10,Valparaiso,IN,us,Formation,3 minutes,Straight line formation of 30 bright objects traveling east. ((Starlink satellites?)),6/25/2020,41.4781,-87.0554
4/26/2020 21:10,Naperville,IL,us,Light,3 minutes,We saw about 100 tiny lights like stars flying in a straight line from the west to the east directly over our home. They were very dist,6/25/2020,41.7481,-88.1656
4/26/2020 21:09,Menomonee Falls,WI,us,Circle,1.5 minutes,Line of lights in the sky. ((Starlink satellites?)),6/25/2020,43.1789,-88.1173
4/26/2020 21:08,Wheaton,IL,us,Circle,30 seconds,I saw about 20 circular lit-up objects flying in a row in the sky. ((Starlink satellites?)),6/25/2020,41.8661,-88.1066
4/26/2020 21:05,Madison,WI,us,Sphere,15 seconds,Saw and counted a line of 10 pretty much evenly spaced lights moving fairly fast and horizontal ((Starlink satellites?)),6/25/2020,43.067,-89.4
4/26/2020 21:03,Mankato,MN,us,Light,10 minutes,I saw a fleet of UFOs straight in a line passing over mankato. ((NUFORC Note: Witness provides no information. PD)),6/25/2020,44.1661,-94.0056
4/26/2020 21:00,Peotone,IL,us,Other,,Myself and 3 other family members saw a line of 60 to 100 lights. ((Starlink satellites?)),6/25/2020,41.3321,-87.7963
4/26/2020 21:00,Aurora,IL,us,Light,1 minute,We were in the backyard BBQing and looked up in the sky and seen a line of bright lights very high ((Starlink satellites?)),6/25/2020,41.7639,-88.29
4/26/2020 21:00,Hannibal,M0,us,Formation,2-3 minutes,Line formation of UFOâ€™s leaving the atmosphere. ((Starlink satellites?)),6/25/2020,45.2528,-90.7825
4/26/2020 21:00,Springfield,IL,us,Light,1 minute,String of white lights. ((Starlink satellites?)),6/25/2020,39.6983,-89.6197
4/26/2020 20:40,Plainfield,IL,us,Light,About 3 minutes,I noticed from the corner of my eye a string of lights. ((Starlink satellites?)),6/25/2020,44.2137,-89.4948
4/26/2020 20:18,Rancho Cucamonga,CA,us,Circle,90 Seconds,Very Bright circle aircraft with 4 bright lights like lightbulbs.,6/25/2020,34.1064,-117.5758
4/26/2020 20:05,Carlinville,IL,us,Light,1 minute,BRIGHT LIGHTS 10-15 IN NUMBERS FLYING IN A PERFECT STRAIGHT LINE. ((Starlink satellites?)),6/25/2020,39.2855,-89.8816
4/26/2020 19:58,Pueblo,CO,us,,,MADAR Node 83,6/25/2020,38.2654,-104.6104
4/26/2020 19:45,Madison,WI,us,Unknown,4 to 5 minutes,"red light through the sky at first, then 2 large square/rectangle were observed",6/25/2020,43.067,-89.4
4/26/2020 19:30,Houston,TX,us,Circle,35min,Changed different colors and stayed stationary like a planet or blinking star. Till it descended to earth.,6/25/2020,29.7608,-95.3695
4/26/2020 19:22,Florissant,MO,us,Circle,30 seconds,Saw a straight line of small orbs going up in the sky at angle. ((Starlink satellites?)),6/25/2020,38.789,-90.3228
4/26/2020 19:00,Rio de Janeiro,,us,Other,5 minutes,Seis ovnis como se fossem estrelas navegaram em linha reta mantendo uma distÃ¢ncia semelhante ((Starlink satellites?)),6/25/2020,-22.9014,-43.1789
4/26/2020 18:00,Markham,IL,us,Formation,2 minutes,They were seen flying southeasterly Direction. I will find a straight line formation smaller ones in the front followed by one large ai,6/25/2020,43.8742,-79.2587
4/26/2020 14:10,Grand Junction,CO,us,,,MADAR Node 75,6/25/2020,39.0654,-108.5695
4/26/2020 13:04,Mount Vernon,IN,us,,,MADAR Node 119,6/25/2020,38.3176,-88.9047
4/26/2020 13:00,Blackville,NB,us,Oval,5 minutes,I was flying my Phantom pro drone around 600 ft up when I saw a black flat half a oval shaped object fly over it but it was about 3000f,6/25/2020,46.7333,-65.8333
4/26/2020 11:54,Joliet,IL,us,Formation,9 minutes,White lights forming straight line. ((Starlink satellites?)),6/25/2020,41.525,-88.083
4/26/2020 9:54,Houston,TX,us,,,MADAR Node 118,6/25/2020,29.7608,-95.3695
4/26/2020 9:25,Casey Township,IL,us,Circle,3 minutes,14 lights. ((Starlink satellites?)),6/25/2020,39.305,-87.9592
4/26/2020 9:24,Richwoods,MO,us,Light,2 minutes,single lights entering something that couldnt be seen. ((Starlink satellites?)),6/25/2020,38.1602,-90.8285
4/26/2020 9:22,Milwaukee,WI,us,Circle,925,8 lines in a row showered up and the disappeared. ((Starlink satellites?)),6/25/2020,43.0411,-87.9094
4/26/2020 4:30,Mesa,AZ,us,Circle,~30 seconds,"Faint light moving south to north, western sky about 4:30am 25th april could have been satellite.",6/25/2020,33.4152,-111.8315
4/26/2020 2:30,St. Louis,MO,us,Light,about 1 hour,Lights in the sky and abduction.,6/25/2020,,
4/26/2020 2:30,Orlando,FL,us,Unknown,15 minutes,Large sparkle: seen MULTIPLE nights in a row,6/25/2020,28.5383,-81.3789
4/26/2020 0:00,Sandy Hook,CT,us,Circle,12:00 AM- 12:40 AM,Loud Vibrating Noise and Object.,6/25/2020,40.4478,-73.9935
4/26/2020 0:00,Kimball Township,MI,us,Formation,5 minutes,ufo sighting leaving work?,6/25/2020,42.9486,-82.5706
4/25/2020 23:57,Tucson,AZ,us,Egg,6 minutes,While letting out dog out my wife came to get me about a strange light in the sky. I went to our backyard and in the southern sky was a,6/25/2020,32.2219,-110.9712
4/25/2020 22:35,Bemidji,MN,us,Sphere,3 minutes,"Orange sphere travelling low across the sky, then disappears.",6/25/2020,47.4726,-94.8797
4/25/2020 22:30,Lake Stevens,WA,us,Other,30 seconds,translucent white massive creature flying above lake stevens.,6/25/2020,48.015,-122.064
4/25/2020 22:05,Cambridge Township,MN,us,Light,30+ minutes,I saw a bright white light when I looked W to the top of the trees. It was 4 to 5 times the size of the largest star. ((Venus?)),6/25/2020,45.5588,-93.162
4/25/2020 22:00,Moriarty,NM,us,Circle,7 minutes,UFO in front of the moon.,6/25/2020,34.9971,-106.0494
4/25/2020 21:45,Elbert,CO,us,Formation,30 seconds,"vertical formation of stars connected by a straight, bright white light.",6/25/2020,,
4/25/2020 21:45,Ft. Morgan,CO,us,Light,10 minutes,But look like several moving stars crawling up into the sky into a sequence line. ((Starlink satellites?)),6/25/2020,,
4/25/2020 21:39,Cole Harbour (Canada),NS,us,Formation,21:40,Strange Light Formation spotted on back deck. ((Spacelink satellites?)),6/25/2020,,
4/25/2020 21:30,Logan,UT,us,Formation,10 seconds,"String of lights composed of ~12 circular objects. Appeared briefly (10 seconds),and was moving N to S. ((Starlink satellites?))",6/25/2020,41.7352,-111.8349
4/25/2020 21:10,St. Charles,MN,us,Circle,10 seconds,"8 or 9, bright star, like shapes, traveling in a straight line to the southeast', 9:10 pm. ((Starlink satellites?))",6/25/2020,43.9719,-92.065
4/25/2020 21:00,Eudora,KS,us,Changing,1 week,Increasing activity over the past week . Circular objects on camera . One large crescent moon like object fading in and out like an ecl,6/25/2020,38.9419,-95.0989
4/25/2020 20:45,Waterboro,ME,us,Formation,20-30 seconds,String of multiple white lights traveling across sky. ((Starlink satellites?)),6/25/2020,43.5359,-70.7146
4/25/2020 20:40,North Conway,NH,us,Circle,3 minutes,I saw at least 12 glowing orbs in perfect formation traveling diagonally. ((Starlink satellites?)),6/25/2020,44.0531,-71.128
4/25/2020 20:35,Lubec,ME,us,Light,10 minutes,"Two strings of bright white lights (50-60 in total), appeared like a train in the night sky. ((Starlink satellites?))",6/25/2020,44.858,-66.987
4/25/2020 20:35,Bar Harbor,ME,us,Formation,30-60 seconds,Long trail of slow-moving lights through the night sky. ((Starlink satellites?)),6/25/2020,44.3858,-68.2094
4/25/2020 20:30,Williston,VT,us,Unknown,1 minute,3 lights traveling silently across the sky - multiple witnesses. ((Starlink satellites?)),6/25/2020,44.4375,-73.0682
4/25/2020 20:27,Maple Valley,WA,us,Cylinder,6 minutes,Cylindrical Object with Flashing White Light is Stationary and then Quickly Disappears.,6/25/2020,47.3903,-122.0454
4/25/2020 20:00,Sun City,AZ,us,Oval,Unknown,On Apr25 2020 at approximately 20:00 I went outside my house as it was a beautiful evening I had my cell phone with me. I may have been,6/25/2020,33.634,-112.2728
4/25/2020 20:00,Chillicothe Township,IL,us,Oval,5 - 8 minutes,Fleet of unidentified lighted aircraft shooting through the Illinois skies. ((Starlink satellites?)),6/25/2020,40.9145,-89.4948
4/25/2020 12:00,Meriden,CT,us,Unknown,5 mins,Was out for a walk and saw a very low flying JetBlue. After watching the jet noticed a flashing object in the distance. The object hove,6/25/2020,41.5376,-72.8011
4/25/2020 10:30,Anniston,AL,us,Circle,90 min,"On the west side of Anniston, Al. As soon as I walked out I noticed a very bright light in the N. ((Venus?))",6/25/2020,33.6637,-85.8298
4/25/2020 8:45,Littlerock,AR,us,,,MADAR Node 56,6/25/2020,46.9028,-123.0168
4/25/2020 6:25,Newington,CT,us,,,MADAR Node 106,6/25/2020,41.698,-72.7238
4/25/2020 5:33,Aurora,ON,us,Circle,,3 circle of lights which formed a triangle in the Southern Sky,6/25/2020,43.9997,-79.4676
4/25/2020 4:03,Yuma,AZ,us,Circle,7 minutes,Bright flash of light in sky followed by 2 objects traveling in different directions.,6/25/2020,32.7223,-114.6209
4/25/2020 2:25,Mountlake Terrace,WA,us,,,MADAR Node 100,6/25/2020,47.7848,-122.3111
4/25/2020 1:25,Nickerson Township,NE,us,Other,2 minutes,low flying semi transparent silent object,6/25/2020,46.4033,-92.5
4/25/2020 0:00,Altura,MN,us,Formation,30 seconds,4 people saw a formation of at least 19 craft obviously in the outer atmospher travel E to W. ((Starlink satellites?)),6/25/2020,44.0637,-91.9395
4/24/2020 23:00,Fairfield,ID,us,Light,10,Row of lights headed Northeast. ((Starlink satellites?)),6/25/2020,,
4/24/2020 22:30,Ortonville,MI,us,Formation,5-10 min,The objects where in a straight line turned green with several white dots across the sky moving in a line. ((Spacelink satellites?)),6/25/2020,45.3048,-96.445
4/24/2020 22:20,Kenova,WV,us,Light,10 minutes,Two different blue and red looking lights blinking on each object. One was a little higher than the other. One disappeared in the tree,6/25/2020,38.4023,-82.5812
4/24/2020 22:07,Grants Pass,OR,us,Formation,1-2 minutes,"Looking SE towards the coast, I noticed a few lights coming up from behind the pines in my neighbor's yard. ((Starlink satellites?))",6/25/2020,42.4407,-123.3261
4/24/2020 22:05,Richmond,VA,us,Cigar,15-20 seconds,This was not a normal aircraft and I hope you can tell me it was because it was bizarre.,6/25/2020,37.5408,-77.4339
4/24/2020 22:05,Lowell,MI,us,Light,1 minute,Many bright lights in single file formation crossing the sky. ((Starlink satellites?)),6/25/2020,42.6454,-71.3074
4/24/2020 22:00,Butte Falls,OR,us,Other,1.5 hours,Large stationary light. Largest light in the sky with a fog like glow around it like a car headlight. (NUFORC Note: Venus?? PD)),6/25/2020,42.5425,-122.5687
4/24/2020 21:45,Idaho Springs,CO,us,Light,15 minutes,Mass UFO sighting. ((Starlink satellites?)),6/25/2020,39.7425,-105.5136
4/24/2020 21:19,Joshua Tree,CA,us,Oval,2 hours,From 8 p.m. till 10:30 p.m. there's a bright oval shaped object in the same spot for the last week. ((Venus??)),6/25/2020,34.1269,-116.3151
4/24/2020 21:05,Escanaba,MI,us,Formation,5minutes,"2 long linear formations of lights spotted, lights looked like, slow speed, silent. ((Starlink satellites?))",6/25/2020,45.7457,-87.0713
4/24/2020 21:00,Pardeeville,WI,us,Other,2 minutes,me my wife a friend and 2 kids 10 and 12 saw many lights in a line fly across the sky and disappear. ((Starlink satellites?)),6/25/2020,43.5367,-89.2981
4/24/2020 20:51,Houston,TX,us,,,MADAR Node 118,6/25/2020,29.7608,-95.3695
4/24/2020 20:05,Marysville,MI,us,Sphere,2 minutes,A line of lights was observed moving slowly at a low elevation. ((Starlink satellites?)),6/25/2020,42.9039,-82.4797
4/24/2020 20:00,Ottawa (Canada),ON,us,Circle,10 minutes,((NUFORC Note: Witness provides no information. PD)),6/25/2020,,
4/24/2020 16:13,Oaklandon,IN,us,,,MADAR Node 87,6/25/2020,,
4/24/2020 16:00,Oshkosh,WI,us,Oval,1 minute,"two silver oval shapes flying side by side ,clear day nothing such as an aeroplane body conecting them.No noise",6/25/2020,44.0242,-88.5611
4/24/2020 15:57,Boise,ID,us,,,MADAR Node 111,6/25/2020,43.6158,-116.2016
4/24/2020 11:00,Moorhead,MN,us,Diamond,7 SECONDS,2 BLUE/GREEN OBJETS AT 5000 FT AND GAINING ALTITUDE IN FULL SUNLIGHT,6/25/2020,46.8738,-96.7678
4/24/2020 10:30,Flint,MI,us,Cylinder,30 seconds,20 unidentified bright lights in single form going at a high speed in the sky. ((Starlink satellites?)),6/25/2020,43.0099,-83.6851
4/24/2020 10:08,Essexville,MI,us,Formation,3 minutes,Approximately a mile long then started to move and disappeared. ((Starlink satellites?)),6/25/2020,43.6151,-83.8415
4/24/2020 10:05,Haslett,MI,us,,1 minute,Lights in a string that then went off. ((Starlink satellites?)),6/25/2020,42.7473,-84.4084
4/24/2020 10:00,Traverse City,MI,us,Other,60 seconds,There were 2 one after another of about 20 lights in a row traveling east. ((Spacelink satellites?)),6/25/2020,44.7591,-85.6055
4/24/2020 4:05,Selkirk,MB,us,Circle,About 15 sec,Two objects that appeared to be satellites but changing speed and direction.,6/25/2020,50.1436,-96.8825
4/24/2020 2:35,,TX,us,Flash,,I was going to take my dog outside to go to the restroom and i went to look up in the sky and i saw a flash of light appear in a shape,6/25/2020,,
4/24/2020 1:25,North Port,FL,us,,,MADAR Node 147,6/25/2020,27.0422,-82.2367
4/23/2020 23:55,San Bernardino,CA,us,Light,2 minutes,As my cousin and I were outside on the porch staring at the Big Dipper and all of a sudden a little light next to the Big Dipper broke,6/25/2020,34.1083,-117.2942
4/23/2020 23:30,Moreno Valley,CA,us,Light,30 minutes,3 lights hovering over Riverside County. 2 eye witnesses.,6/25/2020,33.9209,-117.2612
4/23/2020 23:00,Moncton (Canada),NB,us,Formation,,Bright light turns into many small lights which turn into triangle formation.,6/25/2020,,
4/23/2020 22:15,Searsmont,ME,us,Sphere,40 minuted,Spherical colorful craft with brights and non consistent movements.,6/25/2020,44.3601,-69.1963
4/23/2020 22:00,Goodyear Village,AZ,us,Light,30 minutes,Object with two lights on each far end that would stay in perfect sync and appear horizonal one minute then vertical within seconds,5/15/2020,33.1951,-111.8755
4/23/2020 22:00,Chapel Hill,NC,us,Circle,1 minute,Orb moving over the nighttime Chapel Hill suburbs,6/25/2020,35.9103,-79.0555
4/23/2020 22:00,Ferndale,WA,us,Light,5 sec,Multiple fast traveling lights at a short distance very bright,6/25/2020,28.6201,-81.7032
4/23/2020 22:00,Millerton,PA,us,Sphere,10 minutes,"We observed an orange orb low and slow in the Northwestern sky, while responding to a MADAR alert.",6/25/2020,41.9849,-76.9371
4/23/2020 22:00,Plain,WA,us,Formation,2 minutes,A uniform line of lights appeared from out of the stars facing southeast then unatturally vanished. ((Spacelink satellites?)),6/25/2020,47.7629,-120.6571
4/23/2020 21:59,Millerton,PA,us,,,MADAR Node 104,7/3/2020,41.9849,-76.9371
4/23/2020 21:30,Nuevo Vallarta (Mexico),,us,Other,7 sec,"I saw a kind of star moving from left to the right with a tail of mini stars, it flay to the sky and disappeared. Maybe a meteorite or",6/25/2020,,
4/23/2020 21:25,Valrico,FL,us,Formation,3 minutes,A perfect row of formation lights in a line moving across the nights sky. ((Starlink satellites?)),6/25/2020,27.9453,-82.2503
4/23/2020 20:45,Northport,NY,us,,10,((NUFORC Note: Witness provides no information. PD)),6/25/2020,40.9013,-73.343
4/23/2020 20:20,Newcastle (Australia),,us,Triangle,2 minutes,I am a mother I live in Australia and my friend and I 100% seen something in the sky at about 8pm 23rd of April 2020.,6/25/2020,,
4/23/2020 19:00,Swedesboro,NJ,us,Cigar,2 minutes,On this day and time as I was leaving work is when I saw a bright object in the sky. It was raining and the skies were grey with clouds,6/25/2020,39.7474,-75.311
4/23/2020 18:45,Santa Maria,CA,us,Other,35 seconds,I have a picture of a craft that almost caused the driver to wreck.,6/25/2020,,
4/23/2020 17:46,Whately,MA,us,,,MADAR Node 67,6/25/2020,42.4448,-72.6258
4/23/2020 16:37,Jonesboro,AR,us,,,MADAR Node 143,6/25/2020,35.8384,-90.7105
4/23/2020 11:45,Lee,NH,us,Formation,10 seconds,cigar shaped object with two florescent tube like lights moving all around it.,6/25/2020,42.3044,-73.2469
4/23/2020 3:00,Las Vegas,NV,us,Oval,10 minutes,I was driving up lakes mead towards the lake as I was turning around I looked out in the distance I just could not believe what I was l,5/1/2020,36.1691,-115.1406
4/23/2020 1:35,Cypress,CA,us,Triangle,50 minutes,Ring app captures unique cloud formations then triangular lighted object followed by what appears to be a disc shaped object.,5/1/2020,29.9733,-95.6873
4/23/2020 1:20,Calamba (Philippines),,us,Chevron,<1 minute,"We were waiting for lyrids meteor shower facing north east. Then when I looked at the other side of the sky, I saw it and I told the th",5/1/2020,,
4/23/2020 1:15,Ottawa (Canada),ON,us,Formation,8-10 seconds,"5 objects that moved kind of like birds in a V formation, but were lit up and glowing in the dark night sky.",5/1/2020,,
4/23/2020 1:00,Great Barrington,MA,us,Other,4 hours,I was lying in bed at 1am when I saw what looked like a reflection of two street lights on my window. I kept looking closer because I h,6/25/2020,42.1938,-73.3629
4/23/2020 1:00,Pawtucket,RI,us,Light,1-3 hours,Pawtucket RI/Attleboro MA line. Two lights one being bright moving very slowly along tree line. To the NE closer prox drone w/ light,6/25/2020,41.8799,-71.3824
4/22/2020 23:15,Modesto,CA,us,Triangle,40 seconds,Triangle shaped aircraft with three lights flying high and quiet.,6/25/2020,37.6407,-121.0024
4/22/2020 23:00,Pocomoke City,MD,us,Light,2 minutes,Tonight it was the usual ball of light that dimmed and brightened on and off then disappeared. Last week myself and my wife witnessed a,5/15/2020,38.0722,-75.5638
4/22/2020 22:30,Ashton,ON,us,Circle,1 hour,"6 objects seen in sky flying in back and forth and circling each other at 10:30pm April 22, 2020 in Ashton, Ottawa Ontario.",6/25/2020,39.1493,-77.0124
4/22/2020 22:30,Newport Beach,CA,us,Circle,6 hours,I saw this flying object around 10:30 at night I was at Newport Beach to see the bioluminescence it was there for 6 hours I left around,6/25/2020,33.6088,-117.8734
4/22/2020 22:00,Clifton Springs,NY,us,Chevron,2-3 minutes,"Low-flying, asymmetrically-lit, silent pseudo-airplane flying on a clear night.",5/15/2020,42.9615,-77.1361
4/22/2020 22:00,Albany,OR,us,Other,30 seconds,"Seen six lights trailing each other, then banishes then 10 seconds later appeared a little more. ((Starlink satellites??)",5/1/2020,42.6517,-73.7551
4/22/2020 21:57,Burnaby (Canada),BC,us,Other,30 seconds,Bunch of lights interconnected. ((Starlink satellites)),5/1/2020,,
4/22/2020 20:50,"Ricetown, Kentucky",KY,us,Light,20 minutes,Blinking lights in forest and in yard.,5/15/2020,37.3917,-83.6226
4/22/2020 10:00,Compton,CA,us,Circle,1 hour,Circular object floating on top of my apartment complex in the middle it was spinning really quick then it disappeared.,6/25/2020,33.8983,-118.2207
4/22/2020 8:58,Greer,SC,us,Cigar,1 minute,White cylinder object disappears in a blink of an eye.,5/1/2020,40.5223,-82.2003
4/22/2020 8:48,Waco,TX,us,Sphere,3 minutes,I saw a beam of blue light as I watched the other UFO zip through the sky,5/15/2020,31.5568,-97.13
4/22/2020 8:45,Louisville,KY,us,Circle,10 minutes,"Man It Was So Crazy, 3 Very Dark Black Flying UFO'S We Saw, But We At First Thought They Were Bats, But Thought There Were One Then It",6/25/2020,38.25,-85.7667
4/22/2020 3:45,"Newport, Tuscarawas County, Ohio",WA,us,Unknown,5 seconds,Zig zag light in the sky.,6/25/2020,40.3589,-81.3434
4/22/2020 3:30,Norwalk,OH,us,Triangle,Few seconds,Iâ€™m from Norwalk Ohio. At 330am this morning 4/22/2020 I went outside to look at the meteor showers. I was looking around the area they,5/1/2020,41.118,-73.4129
