datetime,city,state,country,shape,duration,summary,posted,latitude,longitude
4/22/2020 3:20,Minot,ND,us,Formation,5 minutes,Fleet of unknown fast moving bright objects. ((Starlink satellites)),5/15/2020,48.2355,-101.2961
4/22/2020 3:00,Curwensville,PA,us,Triangle,3 minutes,Triangular object hovering fairly low to the ground before disappearing out of sight. Witnessed by 5 people,6/25/2020,40.9753,-78.5253
4/22/2020 2:23,Stateline,NV,us,,,MADAR Node 160,6/25/2020,38.9689,-119.9376
4/22/2020 2:00,Bangalore (India),,us,Triangle,15:00,I spotted something incredible on 22nd of April 2020 around 2:00am to 2:15 am in the morning. It was a massive triangular shaped object,6/25/2020,,
4/22/2020 1:00,Ware,MA,us,Formation,3 minutes,Two rings composed of bulb-like objects were spotted before speeding away.,6/25/2020,,
4/22/2020 1:00,Hoodsport,WA,us,Circle,4 hours,"Travel SE to NE, and back, at least 8 times.",6/25/2020,47.4065,-123.1406
4/22/2020 0:15,Lago Vista,TX,us,Light,20 minutes,Very bright white large star moving very slow then reversed direction in erratic line.,6/25/2020,30.4539,-97.9871
4/21/2020 0:00,Overland Park,KS,us,Cross,2-3 hours,Diamond in the sky?,6/25/2020,38.9748,-94.6836
4/21/2020 0:00,Airdrie (Canada),AB,us,Chevron,10 seconds,"Very large silent Chevron boomerang shape moving north approximately 1500 mph no noise. Instant fear, checked family and went into base",6/25/2020,,
4/21/2020 23:00,Grand Rapids,MI,us,Light,On going,Looking to the NW from Grand Rapids Michigan about half way above the horizon line are stationary lights. Appearing to close and to bri,6/25/2020,42.9655,-85.6702
4/21/2020 22:30,Dobbs Ferry,NY,us,Circle,3 minutes,"Flashing white orb 1 second on 8-12 seconds off 30,000 ft elevation.",6/25/2020,41.0143,-73.8727
4/21/2020 22:00,Lovington,NM,us,Circle,>1 hour,We then used a iPhone camera to zoom in on the object and were surprised with what we saw. It was a circular shaped with a circular typ,6/25/2020,32.944,-103.3499
4/21/2020 21:45,Brantford (Canada),ON,us,Triangle,2 hours,was walking home and I saw flaming rainbows one followed me home very low to ground.There were 5 colored flames pointing upward startin,6/25/2020,,
4/21/2020 21:30,Tinley Park,IL,us,Circle,20,White circle object that was super bright and low in sky in Tinley park Illinois,5/1/2020,41.5732,-87.7843
4/21/2020 21:30,Tinley Park,IL,us,Circle,20,"White object big and bright. Tinley park, illinois",6/25/2020,41.5732,-87.7843
4/21/2020 21:00,Chicago,IL,us,Disk,15,Disc shaped light over Chicago.,6/25/2020,41.8832,-87.6324
4/21/2020 21:00,Plymouth,MN,us,Changing,5 minutes,My boyfriend and I were out for a drive because there was supposed to be a meteor shower. As we were driving seen 2 objects in the sky.,6/25/2020,50.3704,-4.1427
4/21/2020 20:30,Interlaken,NJ,us,Changing,35 minutes,It would zig zag and fo up and down not the first tome Iâ€™ve seen. ((NUFORC Note: Venus?? PD)),5/15/2020,46.6855,7.8559
4/21/2020 19:25,Puerto Varas (Chile),,us,Chevron,8 seconds,One Chevron Shaped UFO warping light effect around it.,6/25/2020,,
4/21/2020 18:00,Cary,IL,us,Circle,2 minutes,"Four round, and silver objects flying high and changing formations.",5/1/2020,42.2193,-88.2489
4/21/2020 15:30,Henderson,NV,us,Circle,30 minutes,I saw a silvery white objects approximately 8 of them flying above ((Starlink satellites?)),6/25/2020,36.0341,-114.9845
4/21/2020 10:05,Weiser,ID,us,Formation,5 minutes,4 flashing lights3 red 1 white in changing formation,6/25/2020,44.2464,-116.9699
4/21/2020 4:00,Port Charlotte,FL,us,Cylinder,20 minutes,"On April 21st, at 4 a.m. I noticed 2 lights in the sky. They were flashing. This was the second time me seeing this. The 1st time my in",6/25/2020,26.9819,-82.1011
4/21/2020 3:00,Newberry,MI,us,Fireball,4 minutes,Six friends see a strange fireball flying in a unique pattern.,6/25/2020,29.6466,-82.6067
4/21/2020 2:45,Seabrook,TX,us,Fireball,15 minutes,"Introduction: On 04/21/2020 at approximately 02:45hrs., witnesses observed a vertically elongated light source that appeared to be in t",6/25/2020,41.5824,-70.4965
4/21/2020 1:10,Jonesboro,AR,us,,,MADAR Node 143,6/25/2020,35.8384,-90.7105
4/20/2020 23:34,Sanford,FL,us,,,MADAR Node 91,6/25/2020,28.8008,-81.2731
4/20/2020 23:00,East Falmouth,MA,us,Light,7 minute,"Around 11 PM, I looked out of my bedroom window and saw an orange light going straight from northeast to southwest. It looked about pla",6/25/2020,41.5785,-70.5589
4/20/2020 23:00,"Badger Township, Webster County, Iowa",IA,us,,1.5 hours,((NUFORC Note: Witness provides no information. Later reports that event was caused by sighting of Venus. PD)),5/1/2020,42.62,-94.14
4/20/2020 22:25,Bath Township,OH,us,Unknown,2 events each 30 secs,Observed multiple orange orbs in northern Ohio sky,6/25/2020,43.0386,-93.2017
4/20/2020 22:15,Little Ponton,MB,us,Light,15 minutes,"Line of over 30 flying aircraft lights seen travelling, equal distance and speed, west to east, single file. ((Starlink satellites))",5/1/2020,52.8789,-0.6264
4/20/2020 22:00,Chicago,IL,us,Light,2 seconds,Chicago Ohare Sighting 4.20.20,6/25/2020,41.8832,-87.6324
4/20/2020 22:00,Oak Harbor,WA,us,Circle,3 hours,Orange Glowing Circle Hovering and Making Abrupt Course Changes in Western Washington.,6/25/2020,41.5076,-83.145
4/20/2020 21:22,Stamford,CT,us,Unknown,15 seconds repeated sever,"Grid FN31FC Heard what sounded like a boom, or sonic type of a boom Stamford, Ct. Anyone else hear that. Possible high-flying jet causi",6/25/2020,41.0519,-73.5395
4/20/2020 21:15,Collinsville,CT,us,Circle,~1 hour,Lights in the shape of a â€œVâ€ traveling westward and becoming circular and stationary in the west about 60Â° above the horizon.,6/25/2020,34.2638,-85.8607
4/20/2020 21:00,Muncy,PA,us,Formation,2-3 minutes?,"Formation of 8-10? star-like lights, equal distance apart, quietly gliding across sky from SW to NE ((Starlink satellites?))",6/25/2020,41.2024,-76.7861
4/20/2020 20:30,Calera,OK,us,Teardrop,5 minutes,Red yellow orb travels erratically.,6/25/2020,33.1072,-86.7606
4/20/2020 19:29,Santo Domingo,,us,Sphere,5 minutos,Objeto volador no identificado a las arturas de las estrellas. ((Starlink satellites??)),5/1/2020,18.472,-69.902
4/20/2020 11:30,Clinton,MI,us,Light,3 seconds,White/yellow light appeared in the sky...shot off insanely fast and then disappeared.,6/25/2020,34.4727,-81.8808
4/20/2020 11:15,Enterprise,AL,us,Sphere,30,My 9 year old son and I both saw a dark grey sphere shaped craft.,6/25/2020,31.328,-85.8464
4/20/2020 9:35,Union,SC,us,Other,2 minutes,04/20/2020 Bright White Triangular light lighting up woods with Yellow light towards the top of trees- SC,6/25/2020,,
4/20/2020 9:16,Fishkill,NY,us,Circle,Hour,"CHANGING COLOR CIRCULAR UFO - Dutchess County ((NUFORC Note: Venus is in the western sky, currently. PD))",6/25/2020,41.5337,-73.9052
4/20/2020 8:55,Fairfax,VA,us,,,MADAR Node 122,6/25/2020,,
4/20/2020 8:45,Sequim,WA,us,Light,15 seconds,Bright light was seen east of Venus. Light was brighter then Venus. Headed north and slowly disappeared. Light vanished,6/25/2020,48.0778,-123.1077
4/20/2020 3:29,Princeton,IN,us,Triangle,7 mins,"Triangular object with blue lights on corners, red light in center, viewed with binoculars.",6/25/2020,40.352,-74.6607
4/20/2020 1:25,Estes Park,CO,us,,,MADAR Node 158,6/25/2020,40.3761,-105.5237
4/20/2020 0:15,Coleman,WI,us,Circle,20 minutes,"Golden/orange very bright circular shaped UFO just northeast of Coleman, WI. Positioned very low just over the treetops. It was statio",6/25/2020,43.7564,-84.5865
4/19/2020 0:00,Lake Orion,MI,us,Other,25,15-20 Star looking Objects that weâ€™re NOT stars. ((Starlink satellites?)),6/25/2020,42.7846,-83.2424
4/19/2020 23:20,Mora,MN,us,Triangle,5 seconds,3 very dim lights that formed a triange moving at a fast speed.,6/25/2020,45.8758,-93.2921
4/19/2020 23:00,Watkins,MN,us,Light,Idk,Rural Minnesota odd lights.,6/25/2020,45.3119,-94.4087
4/19/2020 22:45,Schwebheim,,us,Light,10 minutes,These lights traveled in a highly disciplined file but had no sound. ((Starlink satellites)),5/1/2020,49.9905,10.2485
4/19/2020 22:30,Etobicoke (Canada),ON,us,Unknown,1.2 hours,Possible ORB in sky?,6/25/2020,,
4/19/2020 22:10,Darlington,,us,Light,30 minutes,Line of lights in the sky. ((Starlink satellites)),5/1/2020,54.5287,-1.5531
4/19/2020 22:05,Saugus,MA,us,Circle,30 minutes,"Bright white flashing roundish object, center of the object appeared to be emitting a red, then green, then bluish light at the center.",6/25/2020,42.465,-71.0085
4/19/2020 22:00,Wausau,WI,us,Triangle,5 seconds,10-14 white triangles flying in symmetry with no lights or sound associated with it .,6/25/2020,44.9608,-89.6302
4/19/2020 21:45,Ocean View,HI,us,Light,1-2 minutes,One bright light circling from behind the cloud like a flashlight from above.,6/25/2020,,
4/19/2020 21:40,Leicester,,us,Formation,25 minutes,Looked out of bedroom window before turning in to bed and noticed 2 white stars close together but moving. ((Starlink satellites)),5/1/2020,52.6333,-1.1333
4/19/2020 21:35,Baraut,,us,Triangle,10,I am sure I saw UFO. It was triangle and transparent from middle.,6/25/2020,29.0971,77.2731
4/19/2020 21:30,Lakeville,MN,us,Light,30 minutes,Lights moving in single file line and direction toward NE sky. ((Starlink satellites?)),6/25/2020,44.656,-93.2427
4/19/2020 21:30,Boucherville,QC,us,Light,5 minutes,Sporadic crossing over each other flying. Not in formation at all and moving fast and zigzagging,6/25/2020,45.6043,-73.4536
4/19/2020 21:30,River Falls,WI,us,Light,fast,"lights in V formation, orbiting directly overhead 2 times within 45 minutes, on the second pass around the crafts broke formation",5/1/2020,44.8586,-92.625
4/19/2020 21:25,Detroit,MI,us,Circle,15 minutes,appearing in the sky in front of our eyes and just drifting across the sky looked like stars ((Starlink satellites?)),6/25/2020,42.3329,-83.0478
4/19/2020 21:20,Mississauga (Canada),ON,us,Light,10 minutes,"12 bright oblects in very high altitude, darting around in formation. Not a satelite. ((Starlink satellites?))",6/25/2020,,
4/19/2020 21:20,Charlotte,MI,us,Circle,20 minutes,string of 22+ lights flying no noise towards north east. ((Starlink satellites)),5/1/2020,35.2238,-80.8411
4/19/2020 21:18,Markham (Canada),ON,us,Circle,5 minutes,I was staring up in the sky randomly and there I saw a trail of stars in perfect sequence traveling NE ((Starlink satellites)),5/1/2020,,
4/19/2020 21:05,King,WA,us,Light,20,We witnessed what appeared to be lights traveling evenly spaced. ((Starlink satellites?)),6/25/2020,,
4/19/2020 21:00,Vankleek Hill,ON,us,Light,15 minutes,Sitting in the hottub to look up at 20+ star-like objects (first assumption satellite) flying EQUAL distance ((Starlink satellites?)),6/25/2020,45.5196,-74.6521
4/19/2020 21:00,Stratford,ON,us,Formation,30 minutes,"Points of light, evenly spaced...about a mile apart. ((Starlink satellites?))",6/25/2020,43.373,-80.9751
4/19/2020 21:00,Beamsville,ON,us,Circle,30,Multiple lights moving quick in different directions ((Starlink satellites??)),5/1/2020,43.1658,-79.4765
4/19/2020 21:00,Waterford,MI,us,Circle,1 hour,UFOâ€™s over Michigan. ((Starlink satellites?)),6/25/2020,42.9316,-80.2896
4/19/2020 21:00,Seattle,WA,us,Unknown,5 minutes possibly longer,"Single file about an inch apart looking with naked eye from ground, ((Starlink satellites?))",6/25/2020,47.6032,-122.3303
4/19/2020 21:00,Chaska,MN,us,Circle,10 seconds,"Large, white ringed, low flying, slow moving object at tree level.",6/25/2020,44.7893,-93.6018
4/19/2020 20:15,Leaf River Township,IL,us,Light,5 minutes,"Saw 7-9 very dim lights moving SW-NE very fast in line , no flashing lights like a plane. ((Starlink satellites?))",6/25/2020,46.4942,-95.1014
4/19/2020 20:00,Beloit,WI,us,Light,5 minutes,"Watched a speeding ball of light traverse the sky from one horizon to the other, east to North Western direction. No blinking lights, d",6/25/2020,,
4/19/2020 20:00,Weymouth,,us,Oval,1 hour,Long line of star shaped objects in equal distance travelling across the sky from Se to Ne. ((Starlink satellites)),5/1/2020,50.6088,-2.4541
4/19/2020 19:30,Page,AZ,us,Light,1 hour,15-20 lights appearing 1-3 minutes apart and moving in same direction as the one before. ((Starlink satellites?)),6/25/2020,,
4/19/2020 18:40,Kochi (India),,us,Cigar,1 minute,Cigar like thing observed in western Sky over Kochi,6/25/2020,,
4/19/2020 18:35,Omaha,NE,us,Cylinder,2 minutes,Witnessed cigar shaped object while plane spotting in my front yard.,5/1/2020,41.2587,-95.9372
4/19/2020 18:00,Grand Falls,NB,us,Light,10 minutes,25 flying objects became brighter at some point like going out of atmosphere. Lasted 10min and no noise,6/25/2020,47.0453,-67.7424
4/19/2020 17:32,Houston,TX,us,,,MADAR Node 118,6/25/2020,29.7608,-95.3695
4/19/2020 14:44,Crystal River,FL,us,Cigar,20 seconds,"Large completely White craft. Size of a commercial jet. Moving from south to North slowly, like a blimp, however, it slowed to a stop a",6/25/2020,28.8998,-82.5953
4/19/2020 14:40,Edmonds,WA,us,,,MADAR Node 61,6/25/2020,47.8116,-122.3766
4/19/2020 13:00,Sister Bay,WI,us,Light,15 minutes,"Object 6 lights all in the same line, decending 2 the horizon, all light remained same brightnes((Starlink satellites?))",6/25/2020,45.1867,-87.1224
4/19/2020 9:32,Littlerock,AR,us,,,MADAR Node 56,6/25/2020,34.5187,-117.9925
4/19/2020 6:47,Royal Palm Beach,FL,us,,,MADAR Node 76,6/25/2020,26.7018,-80.2294
4/19/2020 5:00,Hubert,NC,us,Circle,20 seconds,Seven objects had lights. ((Starlink satellites?)),6/25/2020,34.7138,-77.2403
4/19/2020 4:40,Las Vegas,NV,us,Light,1-2 minutes,Two very high blinking white lights with no sound,6/25/2020,36.1691,-115.1406
4/19/2020 4:30,Meeting Creek,AB,us,Light,5 minutes,12 lights travelling equidistant from one another. Possible large craft sighting. ((Starlink satellites?)),6/25/2020,52.6816,-112.7321
4/19/2020 3:30,Eau Claire,WI,us,Oval,every night to current,Prism-colored spinning lights.,6/25/2020,44.8126,-91.4994
4/19/2020 2:51,Watsonville,CA,us,,,MADAR Node 105,6/25/2020,36.9102,-121.7569
4/19/2020 2:27,Stateline,NV,us,,,MADAR Node 160,6/25/2020,38.9689,-119.9376
4/19/2020 1:45,Newman Lake,WA,us,Light,10 minutes,"Wide band of subdued light, white object and light on fence post.",6/25/2020,47.7769,-117.094
4/19/2020 1:35,Fayetteville,AR,us,Rectangle,1 minute,"April 19, â€˜20 - Recorded unknown craft, unknown figure and lights in front yard. I watched live. I still canâ€™t wrap my head around it.",8/20/2020,36.0619,-94.1606
4/19/2020 1:07,Washington,UT,us,Sphere,6 seconds,Mirror sphere being pulled smoothly across the sky,6/25/2020,,
4/18/2020 23:49,Saint Paul,MN,us,Sphere,20 minutes,White hovering sphere with red and yellow lights in its center,6/25/2020,44.9437,-93.0943
4/18/2020 23:30,New Orleans,CA,us,Triangle,20 minutes,We both looked up to see a steady stream of individual 50+ lights equally distanced. ((Starlink satellites?)),6/25/2020,29.9518,-90.0746
4/18/2020 23:13,Duluth,MN,us,Triangle,~10 minutes,Three dots of light arranged in a triangular pattern were hovering silently for around ten minutes before moving away.((anonymous)),5/1/2020,46.7828,-92.1055
4/18/2020 23:00,Wahoo,NE,us,Formation,3-5 minutes,Lights in night sky over Wahoo flying in formation. ((Starlink satellites?)),6/25/2020,,
4/18/2020 23:00,Orem,UT,us,Other,10 seconds,"Wing shaped craft seen at night, no lights, no sound.",5/1/2020,40.2971,-111.695
4/18/2020 22:30,Douglas,WY,us,Unknown,45 minutes,Outside in a small wyoming town with little to no light pollution. My family and I see in the moonlight a somewhat transparent object i,6/25/2020,,
4/18/2020 22:30,Bangor,MI,us,Triangle,45 minutes,Large bright ball not registering on any app as a planet or bright star. Got closer and went back was triangle shape and brighter than,5/15/2020,42.314,-86.114
4/18/2020 22:30,Cassopolis,MI,us,Light,2 hours,Bright object with two lights hovering above tree line,6/25/2020,41.9154,-86.0125
4/18/2020 22:06,Salem,IL,us,Light,10 minutes,Went outside and there was a light pretty high up over our tree line (from our view) this light has been here for a while and before wa,6/25/2020,,
4/18/2020 22:00,Bracebridge,ON,us,Sphere,15 minutes,I 8- 9 bright orbs moving across the night sky each orb/bright light. ((Starlink satellites)),5/1/2020,45.0391,-79.3055
4/18/2020 22:00,Duluth,MN,us,Sphere,3 minutes,Large golden sphere of light moving across the sky.,6/25/2020,46.7828,-92.1055
4/18/2020 22:00,Cincinnati,OH,us,Light,30 minutes,"I saw a giant hovering bright sphere in the sky. Had green light on the sides of it, and once in awhile. ((Venus??))",6/25/2020,39.1037,-84.5136
4/18/2020 22:00,Cedar Rapids,IA,us,Other,30-45 minutes,31 satellite like objects flying straight line West to east ((Starlink satellites?)),6/25/2020,41.9781,-91.6699
4/18/2020 22:00,"Eastport, Ohio",MI,us,Light,20,12 to 14 white lights seen traveling east to west over a 20 minute period. ((Starlink satellites)),5/1/2020,40.4259,-81.3532
4/18/2020 22:00,Santa Rosa,CA,us,Light,20 minutes,Aliens seen in metallic sphere lights in Santa Rosa California. ((Starlink satellites?)),6/25/2020,38.4397,-122.7156
4/18/2020 21:50,Edmonton (Canada),AB,us,Light,4 minutes,"I saw 2 lights heading against one another, perhaps satellites. ((Starlink satellites))",5/1/2020,,
4/18/2020 21:46,Eudora,KS,us,Oval,30 minutes,Small bright lights traveling straight before a few split off in different directions. ((Starlink satellites)),5/1/2020,38.9419,-95.0989
4/18/2020 21:30,Regina (Canada),SK,us,Circle,45 minutes,25 to 30 golden balls in sky or shine to them all in a verticle line. ((Starlink satellites)),5/1/2020,,
4/18/2020 21:30,Wellsboro,PA,us,Circle,20 minutes,Hhovering off the side of the mountain..was the brightest ball of light I have ever seen. ((NUFORC Note: Venus?? PD)),5/1/2020,41.7469,-77.3012
4/18/2020 21:30,Bonners Ferry,ID,us,Light,3 minutes,While out watching starlink with my Wife and 2 children we noticed a light that at first we thought was an additional satellite in a di,5/1/2020,48.6914,-116.3163
4/18/2020 21:20,Mankato,MN,us,Light,5 minutes,"Lights that look like a convoy of ISS's moving from southwest, to northeast evenly spaced at first ((Spacelink satellites))",5/1/2020,44.1661,-94.0056
4/18/2020 21:19,Oskaloosa,IA,us,Circle,~50 minutes,"21 ""star"" like objects moving west/north east one after another, 2 side by side objects moving N to S. ((Starlink satellites))",5/7/2020,39.2155,-95.313
4/18/2020 21:16,Richmond,CA,us,Triangle,8-10 seconds,Triangular shaped object flying in night sky,6/25/2020,37.5408,-77.4339
4/18/2020 21:15,Papillion,NE,us,Formation,30 minutes,we observed the first object moving from WSW to NE. ((Starlink satellites?)),6/25/2020,41.1565,-96.0429
4/18/2020 21:15,Nampa,ID,us,Light,30-40 minutes,"procession of white lights, going SW to NE, flying higher than commercial airliner. ((Starlink satellites))",5/1/2020,43.5853,-116.5736
4/18/2020 21:05,Janesville,MN,us,Light,15 minutes,A trail of star like lights moving from the W. They were in a straight line and equally spaced apart. ((Starlink satellites)),5/15/2020,42.6813,-89.0269
4/18/2020 21:00,Bend,OR,us,Light,45 minutes,we just watch over 50 lights go through the sky in the same pattern one after another. ((Starlink satellites?)),6/25/2020,44.0581,-121.3151
4/18/2020 21:00,Durham,CA,us,Light,30 minutes,Myself and 1 other person saw lights flying in formation for approximately 30 minutes. Lost count at 50. ((Starlink satellites?)),6/25/2020,35.9969,-78.899
4/18/2020 21:00,Lakeville,MN,us,Circle,1 hour,About 45+ satellite looking lights going across the sky and a perfect line perfectly spaced ((Starlink satellites?)),6/25/2020,44.656,-93.2427
4/18/2020 21:00,Blue Springs,MO,us,Light,10+ minutes,"As I looked at it, I noticed what looked like a satellite. ((Starlink satellites?))",6/25/2020,39.0239,-94.276
4/18/2020 21:00,Calgary (Canada),AB,us,Formation,11 minutes,"18 consecutive lights, following a course, some swirling in a circular patterns. ((Starlink satellites?))",6/25/2020,,
4/18/2020 21:00,Fridley,MN,us,Light,30 minutes,Approximately 100 starlight objects moving from the SW to NE with no blinking lights or sound. ((Starlink satellites?)),6/25/2020,45.0861,-93.2584
4/18/2020 21:00,Cedar Rapids,IA,us,Light,,we noticed and counted over 65 crafts flying in straight line from West to East ((Starlink satellites?)),6/25/2020,41.9781,-91.6699
4/18/2020 21:00,Liberty,MO,us,Light,5-7 minutes,Clear night. These very tiny solid lights were traveling from the SSW to the NNE. ((Starlink satellites?)),6/25/2020,39.2447,-94.4185
4/18/2020 21:00,Wahoo,NE,us,Light,2 hours,One witness saw light formations evenly spaced and moving rapidly across the entire sky before disappearing. ((Starlink satellites)),5/1/2020,41.212,-96.6226
4/18/2020 21:00,New Brighton,MN,us,Light,10 minutes,Long row of 20+ satellite looking lights. ((Starlink satellites?)),6/25/2020,45.0628,-93.1982
4/18/2020 21:00,Milbank,SD,us,Light,15-30 minutes,Notice single white lights ((Starlink satellites?)),6/25/2020,45.219,-96.6351
4/18/2020 21:00,Hayfield,MN,us,Light,15 minutes,Flashing lights heading Northeast in a military staggered pattern. ((Starlink satellites?)),6/25/2020,43.8924,-92.8467
4/18/2020 21:00,Blaine,MN,us,Light,5 minutes,"about 30 lights moving to the NE in a straight line, about equally spaced. ((Starlink satellites?))",6/25/2020,45.1576,-93.2609
4/18/2020 21:00,Goldendale,WA,us,Light,15 minutes,we spotted a long line of lights moving from the west to the east across the evening sky. ((Starlink satellites?)),6/25/2020,45.8207,-120.8226
4/18/2020 21:00,Las Vegas,NV,us,Flash,15 minutes,"4 to 5 lights getting brighter to dimmer, disappearing, coming back brighter, flashed in abnormal manners, stay on for diffrent lengths",6/25/2020,36.1691,-115.1406
4/18/2020 21:00,Manly,IA,us,Formation,20 minutes,22-25 objects in uniform straight line over northern Iowa. ((Starlink satellites?)),6/25/2020,-33.7985,151.2862
4/18/2020 21:00,Omaha,NE,us,Formation,40 minutes,Moving star like Line formation. ((Starlink satellites?)),6/25/2020,41.2587,-95.9372
4/18/2020 21:00,Lakeville,MN,us,Circle,1 hour,~45+ satellite looking lights cross the sky and a perfect line perfectly spaced for about 25-40 minutes. ((Spacelink satellites?)),6/25/2020,44.656,-93.2427
4/18/2020 20:48,Louisville,KY,us,Circle,2 minutes,Black silent circular object with no lights over Louisville KY,6/25/2020,38.25,-85.7667
4/18/2020 20:45,Roseville,CA,us,Circle,10 minutes,We witnessed 10-12 formation lights in the sky.They were perfectly apart from each other. ((Starlink satellites?)),6/25/2020,38.7481,-121.2852
4/18/2020 20:40,College Place,WA,us,Light,30 minutes,String of stars evenly spaced out for 30 min. ((Starlink satellites?)),6/25/2020,46.0439,-118.3782
4/18/2020 20:35,Bishop,CA,us,Circle,25 minutes,We witnessed several circular objects come over n right after each other with 1 minuet apart from each other ((Starlink satellites?)),6/25/2020,37.3614,-118.3953
4/18/2020 20:35,Colville,WA,us,Sphere,10 minutes,"High altitude string of spherical objects, traveling single file and spaced about 10 seconds apart. ((Starlink satellites?))",6/25/2020,48.5434,-117.9058
4/18/2020 20:35,Redding,CA,us,Unknown,15,20-30 single lighted flying objects flying steadily in linear formation. ((Starlink satellites?)),6/25/2020,40.5746,-122.3811
4/18/2020 20:30,Antioch,CA,us,Light,5-10 minutes,"STRANGE ROW OF TINY STAR-LIKE DOTS TRAVELING IN A LINE, EVENLY SPACED AND GOING THE SAME SPEED. ((Starlink satellites?))",6/25/2020,38.0169,-121.8138
4/18/2020 20:30,Cameron Park,CA,us,,15 minutes,((NUFORC Note: Witness provides no information. PD)),5/1/2020,38.6807,-120.9944
4/18/2020 20:00,Santa Rosa,CA,us,Light,2 hours,"A massive amount of extremely fast moving, single colored, bright lights. Absolutely no sounds. ((Starlink satellites?))",6/25/2020,38.4397,-122.7156
4/18/2020 19:45,Topeka,KS,us,Triangle,5 minutes,"Triangle shaped craft surrounded by small crafts in formation, moved one direction, then another, then disappeared.",5/15/2020,39.051,-95.6704
4/18/2020 18:40,Payson,AZ,us,Cigar,1 minute,Cigar shaped object disappears over Payson AZ,6/25/2020,34.2353,-111.3243
4/18/2020 18:30,San Jose,CA,us,Light,30 minutes,I noticed what appeared to be a satalite drifting across the sky. ((Starlink satellites)),5/1/2020,37.3348,-121.8881
4/18/2020 12:26,Stateline,NV,us,,,MADAR Node 160,6/25/2020,38.9583,-119.9439
4/18/2020 10:00,Fremont,MI,us,Light,15 minutes,there was about 30 lights about mle apart. ((Starlink satellites?)),6/25/2020,37.5502,-121.9808
4/18/2020 9:45,Regina (Canada),SK,us,Light,20 minutes,We seen well over 30-40 lights some super bright some not way to high to be planes flew in strait line. ((Starlink satellites)),5/7/2020,,
4/18/2020 9:00,Fort Worth,TX,us,Chevron,15 minutes,I was bird watching. And I'm looking in the sky and something caught my attention. White I saw the color solid white.,5/1/2020,32.7499,-97.3303
4/18/2020 9:00,Champlin,MN,us,Sphere,10 minutes,Lights following on same west East path. Same distance from each other going same path. 18 in a ton. ((Starlink satellites)),5/7/2020,45.1648,-93.3888
4/18/2020 3:00,Wilmington,NC,us,Sphere,5 seconds,Very Fast Bright Sphere in the Sky.,5/7/2020,34.2367,-77.9462
4/18/2020 2:16,Wilmington,NC,us,Other,30 seconds,"Went out to my car in the middle of the night to have a cigarette (feels safer being in the car) once i was done, i felt nervous going",6/25/2020,34.2367,-77.9462
4/18/2020 0:30,Lake Mary,FL,us,Cigar,,Large tube shaped object hovering above HE Thomas Parkway and 46A.,5/1/2020,28.7591,-81.3178
4/18/2020 0:05,Edmonton (Canada),AB,us,Triangle,5 seconds,"Triangular, no sound, no lights emitted, almost fully blended into the black night sky (no clouds to determine altitude )",5/1/2020,,
4/17/2020 0:00,Toronto (Canada),ON,us,Light,15 minute,Wasnâ€™t sure if 1 big UFO with multiple lights or just that many different ufos.,6/25/2020,,
4/17/2020 22:45,Seminole,OK,us,Light,20 minutes,My husband and I were driving last night and I was watching this bright orange light slowly rise straight up above the tree line. The f,6/25/2020,,
4/17/2020 22:35,Seattle,WA,us,Circle,30,A few nights ago I noticed when I went out on my deck a very bright light which resembled a star from the N side. ((Venus??)),6/25/2020,47.6032,-122.3303
4/17/2020 22:30,Wendell,MN,us,Light,20 minutes,"Witnessed lights traveling in straight line from SW to NE, quite evenly spaced. ((Starlink satellites?))",6/25/2020,46.0364,-96.1008
4/17/2020 22:04,Cambridge,MN,us,Circle,69 minutes,59 strange crafts with lights over Cambridge. ((Starlink satellites)),5/1/2020,42.3652,-71.105
4/17/2020 22:00,Kamloops (Canada),BC,us,,30,Mass sighting. ((Starlink satellites?)),6/25/2020,,
4/17/2020 22:00,Rhododendron,OR,us,Light,1 hour,"string of lights many at first heading north east, at least 15 when I noticed them. no sound. ((Starlink satellites?))",6/25/2020,45.3264,-121.9083
4/17/2020 22:00,Fort Worth,TX,us,Unknown,5 minutes,Single line formation. Dozen craft evenly spaced. SW to N sky. Extreme rate of speed. High altitude. ((Starlink satellites)),5/1/2020,32.7499,-97.3303
4/17/2020 22:00,Grand Rapids,MI,us,Light,,I saw what looked like a star moving then I seen more. ((Starlink satellites?)),6/25/2020,42.9655,-85.6702
4/17/2020 22:00,Roseburg,OR,us,Sphere,30 minutes,At approximately 22:00 hrs. There were a line of satellite like objects passing overhead from the W to NW. ((Starlink satellites?)),6/25/2020,43.2105,-123.3453
4/17/2020 22:00,Roseau,MN,us,Light,30 minutes,"~ 50 simple white lights travelling SW to NE, ability to adjust speed and fly in formation. ((Starlink satellites?))",6/25/2020,48.8452,-95.7645
4/17/2020 22:00,Eagle Creek,OR,us,Circle,35 minutes,Looked like satellites but lower and saw two collide and change direction. ((Starlink satellites?)),6/25/2020,45.3592,-122.3548
4/17/2020 22:00,North Plains,OR,us,Light,10 minutes,About 50 light objects moving from west to north east in formation and moving fast then slow. ((Starlink satellites?)),6/25/2020,45.5978,-123.0008
4/17/2020 22:00,Kentwood,MI,us,Light,30 minutes,"Abt 30 objects with one white light evenly spaced, traveling slowly at high altitude in a line. ((Starlink satellites))",5/1/2020,42.8829,-85.5934
