latitude,longitude,geometry,city,zip,dst,geopoint,state,timezone
38.654948,-99.32062,Point,Liebenthal,67553,1,"38.654948,-99.32062",KS,-6
32.335122,-111.14888,Point,Tucson,85743,0,"32.335122,-111.14888",AZ,-7
32.767268,-96.777626,Point,Irving,75016,1,"32.767268,-96.777626",TX,-6
41.350484,-87.62408,Point,Beecher,60401,1,"41.350484,-87.62408",IL,-6
39.24344,-105.79431,Point,Como,80432,1,"39.24344,-105.79431",CO,-7
39.773145,-95.233817,Point,Wolf River,66081,1,"39.773145,-95.233817",KS,-6
40.524987,-104.850544,Point,Severance,80546,1,"40.524987,-104.850544",CO,-7
45.120764,-93.43183,Point,Osseo,55369,1,"45.120764,-93.43183",MN,-6
46.375238,-116.666843,Point,Culdesac,83534,1,"46.375238,-116.666843",ID,-8
44.025446,-91.77304,Point,Stockton,55988,1,"44.025446,-91.77304",MN,-6
46.040316,-96.31772,Point,Nashua,56565,1,"46.040316,-96.31772",MN,-6
42.118019,-84.49338,Point,Horton,49246,1,"42.118019,-84.49338",MI,-5
46.214772,-97.66923,Point,Gwinner,58040,1,"46.214772,-97.66923",ND,-6
43.385425,-93.77734,Point,Thompson,50478,1,"43.385425,-93.77734",IA,-6
34.032383,-119.1343,Point,Newbury Park,91319,1,"34.032383,-119.1343",CA,-8
33.91355,-117.46052,Point,Riverside,92503,1,"33.91355,-117.46052",CA,-8
38.377411,-121.444429,Point,Sacramento,94211,1,"38.377411,-121.444429",CA,-8
34.877531,-85.84528,Point,Stevenson,35772,1,"34.877531,-85.84528",AL,-6
40.079115,-82.40054,Point,Newark,43055,1,"40.079115,-82.40054",OH,-5
48.890892,-118.64475,Point,Curlew,99118,1,"48.890892,-118.64475",WA,-8
39.326987,-83.68731,Point,New Vienna,45159,1,"39.326987,-83.68731",OH,-5
41.223389,-93.94309,Point,Peru,50222,1,"41.223389,-93.94309",IA,-6
35.275808,-84.76927,Point,Charleston,37310,1,"35.275808,-84.76927",TN,-5
37.701997,-97.28114,Point,Wichita,67208,1,"37.701997,-97.28114",KS,-6
44.780427,-91.48065,Point,Eau Claire,54701,1,"44.780427,-91.48065",WI,-6
42.264356,-97.601337,Point,Hadar,68738,1,"42.264356,-97.601337",NE,-6
35.561834,-91.62566,Point,Pleasant Plains,72568,1,"35.561834,-91.62566",AR,-6
40.032262,-101.96041,Point,Haigler,69030,1,"40.032262,-101.96041",NE,-7
35.491184,-97.16132,Point,Harrah,73045,1,"35.491184,-97.16132",OK,-6
38.897344,-104.70145,Point,Colorado Springs,80922,1,"38.897344,-104.70145",CO,-7
47.281173,-101.9254,Point,Zap,58580,1,"47.281173,-101.9254",ND,-7
36.139826,-96.029725,Point,Tulsa,74194,1,"36.139826,-96.029725",OK,-6
41.135335,-79.79791,Point,Eau Claire,16030,1,"41.135335,-79.79791",PA,-5
34.146356,-99.214088,Point,Vernon,76385,1,"34.146356,-99.214088",TX,-6
41.938498,-75.34499,Point,Starlight,18461,1,"41.938498,-75.34499",PA,-5
30.805099,-95.50719,Point,Huntsville,77320,1,"30.805099,-95.50719",TX,-6
41.449364,-74.43951,Point,Middletown,10940,1,"41.449364,-74.43951",NY,-5
37.168435,-93.31297,Point,Springfield,65807,1,"37.168435,-93.31297",MO,-6
44.731571,-74.53485,Point,Dickinson Center,12930,1,"44.731571,-74.53485",NY,-5
46.892518,-98.375536,Point,Eckelson,58432,1,"46.892518,-98.375536",ND,-6
41.465811,-73.39982,Point,Brookfield,6804,1,"41.465811,-73.39982",CT,-5
40.996127,-97.2052,Point,Staplehurst,68439,1,"40.996127,-97.2052",NE,-6
40.515485,-88.98629,Point,Normal,61761,1,"40.515485,-88.98629",IL,-6
41.177156,-78.04399,Point,Pottersdale,16871,1,"41.177156,-78.04399",PA,-5
29.825908,-95.7301,Point,Katy,77449,1,"29.825908,-95.7301",TX,-6
43.023347,-78.79494,Point,Buffalo,14228,1,"43.023347,-78.79494",NY,-5
48.503927,-104.48487,Point,Medicine Lake,59247,1,"48.503927,-104.48487",MT,-7
40.075617,-79.89611,Point,Newell,15466,1,"40.075617,-79.89611",PA,-5
41.919808,-88.30498,Point,Saint Charles,60174,1,"41.919808,-88.30498",IL,-6
36.126446,-95.86763,Point,Tulsa,74129,1,"36.126446,-95.86763",OK,-6
44.017756,-116.31264,Point,Sweet,83670,1,"44.017756,-116.31264",ID,-7
39.248438,-78.92736,Point,Purgitsville,26852,1,"39.248438,-78.92736",WV,-5
33.703967,-112.351835,Point,Phoenix,85001,0,"33.703967,-112.351835",AZ,-7
33.844371,-84.47405,Point,Atlanta,31139,1,"33.844371,-84.47405",GA,-5
32.663803,-117.02456,Point,Bonita,91902,1,"32.663803,-117.02456",CA,-8
25.887983,-80.33284,Point,Hialeah,33016,1,"25.887983,-80.33284",FL,-5
47.604718,-122.33523,Point,Seattle,98174,1,"47.604718,-122.33523",WA,-8
47.079243,-119.860117,Point,George,98824,1,"47.079243,-119.860117",WA,-8
35.201738,-89.971538,Point,Memphis,38146,1,"35.201738,-89.971538",TN,-6
39.15973,-121.53735,Point,Marysville,95901,1,"39.15973,-121.53735",CA,-8
40.339779,-85.34956,Point,Eaton,47338,0,"40.339779,-85.34956",IN,-5
43.070188,-70.77684,Point,Portsmouth,3801,1,"43.070188,-70.77684",NH,-5
42.732535,-84.558679,Point,Lansing,48930,1,"42.732535,-84.558679",MI,-5
41.948597,-72.628802,Point,Suffield,6080,1,"41.948597,-72.628802",CT,-5
43.405689,-85.47744,Point,Howard City,49329,1,"43.405689,-85.47744",MI,-5
18.45009,-66.0577,Point,San Juan,911,0,"18.45009,-66.0577",PR,-4
41.349205,-83.78953,Point,Weston,43569,1,"41.349205,-83.78953",OH,-5
32.630784,-83.37027,Point,Jeffersonville,31044,1,"32.630784,-83.37027",GA,-5
40.513854,-74.445098,Point,New Brunswick,8903,1,"40.513854,-74.445098",NJ,-5
30.039096,-82.94481,Point,O Brien,32071,1,"30.039096,-82.94481",FL,-5
40.992084,-73.8729,Point,Hastings On Hudson,10706,1,"40.992084,-73.8729",NY,-5
28.945857,-81.30512,Point,Orange City,32763,1,"28.945857,-81.30512",FL,-5
36.009373,-81.73139,Point,Collettsville,28611,1,"36.009373,-81.73139",NC,-5
42.206745,-75.74488,Point,Vestal,13851,1,"42.206745,-75.74488",NY,-5
43.045066,-76.14994,Point,Syracuse,13202,1,"43.045066,-76.14994",NY,-5
32.175783,-96.88018,Point,Italy,76651,1,"32.175783,-96.88018",TX,-6
40.368154,-80.2924,Point,Midway,15060,1,"40.368154,-80.2924",PA,-5
30.180626,-95.70925,Point,Magnolia,77353,1,"30.180626,-95.70925",TX,-6
28.997449,-97.153868,Point,Thomaston,77989,1,"28.997449,-97.153868",TX,-6
40.251054,-80.19917,Point,Strabane,15363,1,"40.251054,-80.19917",PA,-5
40.85062,-79.91314,Point,Lyndora,16045,1,"40.85062,-79.91314",PA,-5
41.018168,-78.32112,Point,Woodland,16881,1,"41.018168,-78.32112",PA,-5
37.559878,-76.83018,Point,West Point,23181,1,"37.559878,-76.83018",VA,-5
41.791776,-72.718832,Point,W Hartford,6137,1,"41.791776,-72.718832",CT,-5
38.619376,-81.76361,Point,Liberty,25124,1,"38.619376,-81.76361",WV,-5
38.175146,-91.94655,Point,Vienna,65582,1,"38.175146,-91.94655",MO,-6
47.432251,-121.803388,Point,Seattle,98145,1,"47.432251,-121.803388",WA,-8
39.042939,-95.769657,Point,Topeka,66675,1,"39.042939,-95.769657",KS,-6
37.784827,-122.727802,Point,San Francisco,94156,1,"37.784827,-122.727802",CA,-8
34.74428,-112.14586,Point,Jerome,86331,0,"34.74428,-112.14586",AZ,-7
33.640302,-117.769442,Point,Irvine,92616,1,"33.640302,-117.769442",CA,-8
35.083946,-106.64792,Point,Albuquerque,87102,1,"35.083946,-106.64792",NM,-7
36.415938,-94.787091,Point,Oaks,74359,1,"36.415938,-94.787091",OK,-6
39.546172,-75.41367,Point,Quinton,8072,1,"39.546172,-75.41367",NJ,-5
34.827174,-92.284718,Point,North Little Rock,72199,1,"34.827174,-92.284718",AR,-6
37.996542,-79.15354,Point,Greenville,24440,1,"37.996542,-79.15354",VA,-5
43.286024,-77.684264,Point,Rochester,14602,1,"43.286024,-77.684264",NY,-5
43.02143,-76.197701,Point,Syracuse,13217,1,"43.02143,-76.197701",NY,-5
37.710586,-76.63179,Point,Water View,23180,1,"37.710586,-76.63179",VA,-5
35.490772,-80.82576,Point,Davidson,28036,1,"35.490772,-80.82576",NC,-5
39.436768,-93.11175,Point,Brunswick,65236,1,"39.436768,-93.11175",MO,-6
39.284707,-76.620489,Point,Baltimore,21298,1,"39.284707,-76.620489",MD,-5
39.384449,-97.93323,Point,Simpson,67478,1,"39.384449,-97.93323",KS,-6
42.243991,-73.641076,Point,West Copake,12593,1,"42.243991,-73.641076",NY,-5
40.489063,-101.88349,Point,Champion,69023,1,"40.489063,-101.88349",NE,-7
45.924341,-89.68496,Point,Woodruff,54568,1,"45.924341,-89.68496",WI,-6
41.439363,-120.58771,Point,Alturas,96101,1,"41.439363,-120.58771",CA,-8
36.129822,-105.66493,Point,Llano,87543,1,"36.129822,-105.66493",NM,-7
31.494144,-93.17508,Point,Provencal,71468,1,"31.494144,-93.17508",LA,-6
46.726395,-120.56997,Point,Selah,98942,1,"46.726395,-120.56997",WA,-8
31.694842,-106.299987,Point,El Paso,79942,1,"31.694842,-106.299987",TX,-7
55.742045,-132.25002,Point,Meyers Chuck,99903,1,"55.742045,-132.25002",AK,-9
31.373062,-93.821948,Point,Geneva,75947,1,"31.373062,-93.821948",TX,-6
36.294732,-91.55777,Point,Cherokee Village,72529,1,"36.294732,-91.55777",AR,-6
37.416058,-113.62554,Point,Central,84722,1,"37.416058,-113.62554",UT,-7
41.088144,-84.58332,Point,Latty,45855,1,"41.088144,-84.58332",OH,-5
31.29697,-97.38491,Point,Moody,76557,1,"31.29697,-97.38491",TX,-6
37.59641,-85.92294,Point,Glendale,42740,1,"37.59641,-85.92294",KY,-5
31.075638,-92.446135,Point,Alexandria,71306,1,"31.075638,-92.446135",LA,-6
41.87355,-87.7885,Point,Oak Park,60304,1,"41.87355,-87.7885",IL,-6
38.631451,-90.21415,Point,Saint Louis,63103,1,"38.631451,-90.21415",MO,-6
39.79885,-89.653399,Point,Springfield,62706,1,"39.79885,-89.653399",IL,-6
45.856777,-84.62643,Point,Mackinac Island,49757,1,"45.856777,-84.62643",MI,-5
42.395906,-94.63294,Point,Rockwell City,50579,1,"42.395906,-94.63294",IA,-6
47.938898,-97.08401,Point,Grand Forks,58203,1,"47.938898,-97.08401",ND,-6
43.618879,-82.6874,Point,Palms,48465,1,"43.618879,-82.6874",MI,-5
42.203838,-84.55243,Point,Spring Arbor,49283,1,"42.203838,-84.55243",MI,-5
39.452034,-80.27599,Point,Worthington,26591,1,"39.452034,-80.27599",WV,-5
41.011428,-74.304793,Point,Paterson,7510,1,"41.011428,-74.304793",NJ,-5
39.564499,-75.597047,Point,Wilmington,19889,1,"39.564499,-75.597047",DE,-5
38.893311,-77.014647,Point,Washington,20254,1,"38.893311,-77.014647",DC,-5
37.072658,-76.38992,Point,Hampton,23630,1,"37.072658,-76.38992",VA,-5
38.459521,-77.99875,Point,Culpeper,22701,1,"38.459521,-77.99875",VA,-5
40.833246,-73.69309,Point,Port Washington,11050,1,"40.833246,-73.69309",NY,-5
36.870197,-76.29271,Point,Norfolk,23517,1,"36.870197,-76.29271",VA,-5
35.936904,-79.63191,Point,Julian,27283,1,"35.936904,-79.63191",NC,-5
41.71836,-71.87098,Point,Moosup,6354,1,"41.71836,-71.87098",CT,-5
35.050612,-78.80384,Point,Fort Bragg,28310,1,"35.050612,-78.80384",NC,-5
41.517738,-78.25309,Point,Emporium,15834,1,"41.517738,-78.25309",PA,-5
35.526959,-77.404512,Point,Winterville,28950,1,"35.526959,-77.404512",NC,-5
40.698485,-73.83365,Point,Richmond Hill,11418,1,"40.698485,-73.83365",NY,-5
40.821698,-73.37553,Point,Huntington Station,11746,1,"40.821698,-73.37553",NY,-5
38.178513,-79.42701,Point,Deerfield,24432,1,"38.178513,-79.42701",VA,-5
31.783019,-97.07945,Point,West,76691,1,"31.783019,-97.07945",TX,-6
37.77672,-81.41377,Point,Bolt,25817,1,"37.77672,-81.41377",WV,-5
30.425652,-97.71419,Point,Austin,78727,1,"30.425652,-97.71419",TX,-6
42.212777,-72.05311,Point,East Brookfield,1515,1,"42.212777,-72.05311",MA,-5
43.446623,-88.17879,Point,West Bend,53090,1,"43.446623,-88.17879",WI,-6
40.36593,-104.00612,Point,Weldona,80653,1,"40.36593,-104.00612",CO,-7
44.645158,-90.10523,Point,Hewitt,54441,1,"44.645158,-90.10523",WI,-6
43.459855,-116.243984,Point,Boise,83729,1,"43.459855,-116.243984",ID,-7
39.079147,-90.67372,Point,Batchtown,62006,1,"39.079147,-90.67372",IL,-6
39.891751,-96.17343,Point,Baileyville,66404,1,"39.891751,-96.17343",KS,-6
30.349136,-103.69271,Point,Alpine,79831,1,"30.349136,-103.69271",TX,-6
32.191147,-93.8191,Point,Gloster,71030,1,"32.191147,-93.8191",LA,-6
35.113271,-98.58643,Point,Carnegie,73015,1,"35.113271,-98.58643000000001",OK,-6
43.302262,-98.35489,Point,Armour,57313,1,"43.302262,-98.35489",SD,-6
43.574326,-73.04215,Point,West Rutland,5777,1,"43.574326,-73.04215",VT,-5
34.17085,-83.24654,Point,Danielsville,30633,1,"34.17085,-83.24654",GA,-5
32.806707,-83.691315,Point,Macon,31208,1,"32.806707,-83.691315",GA,-5
42.365028,-71.05636,Point,Boston,2113,1,"42.365028,-71.05636",MA,-5
42.326072,-87.85202,Point,North Chicago,60064,1,"42.326072,-87.85202",IL,-6
37.725675,-77.69002,Point,Rockville,23146,1,"37.725675,-77.69002",VA,-5
34.779483,-82.68861,Point,Liberty,29657,1,"34.779483,-82.68861",SC,-5
38.88927,-75.861191,Point,Ridgely,21688,1,"38.88927,-75.861191",MD,-5
40.115959,-75.29257,Point,Plymouth Meeting,19462,1,"40.115959,-75.29257",PA,-5
39.741558,-84.22362,Point,Dayton,45408,1,"39.741558,-84.22362",OH,-5
39.47965,-79.07263,Point,Bloomington,21523,1,"39.47965,-79.07263",MD,-5
47.117965,-117.41047,Point,Thornton,99176,1,"47.117965,-117.41047",WA,-8
34.729839,-76.75219,Point,Morehead City,28557,1,"34.729839,-76.75219",NC,-5
40.500919,-104.31497,Point,Greeley,80638,1,"40.500919,-104.31497",CO,-7
40.310244,-88.30526,Point,Dewey,61840,1,"40.310244,-88.30526",IL,-6
39.245995,-86.62275,Point,Ellettsville,47429,0,"39.245995,-86.62275",IN,-5
42.386087,-82.92426,Point,Grosse Pointe,48230,1,"42.386087,-82.92426",MI,-5
42.239933,-83.150823,Point,Detroit,48231,1,"42.239933,-83.150823",MI,-5
42.800911,-83.81366,Point,Linden,48451,1,"42.800911,-83.81366",MI,-5
42.721597,-85.77879,Point,Dorr,49323,1,"42.721597,-85.77879",MI,-5
39.264791,-84.5175,Point,Cincinnati,45218,1,"39.264791,-84.5175",OH,-5
40.480128,-84.64678,Point,Coldwater,45828,1,"40.480128,-84.64678",OH,-5
41.176325,-87.46426,Point,Schneider,46376,1,"41.176325,-87.46426",IN,-6
44.023714,-85.44877,Point,Leroy,49655,1,"44.023714,-85.44877",MI,-5
41.242612,-94.9015,Point,Cumberland,50843,1,"41.242612,-94.9015",IA,-6
37.426337,-83.29911,Point,Lost Creek,41348,1,"37.426337,-83.29911",KY,-5
39.994001,-82.67652,Point,Pataskala,43062,1,"39.994001,-82.67652",OH,-5
41.686778,-83.43943,Point,Toledo,43682,1,"41.686778,-83.43943",OH,-5
31.737407,-86.26946,Point,Luverne,36049,1,"31.737407,-86.26946",AL,-6
47.859918,-122.284785,Point,Everett,98206,1,"47.859918,-122.284785",WA,-8
48.92816,-118.2897,Point,Laurier,99146,1,"48.92816,-118.2897",WA,-8
46.731046,-119.901931,Point,Mattawa,99309,1,"46.731046,-119.901931",WA,-8
33.786594,-118.298662,Point,Alhambra,91802,1,"33.786594,-118.298662",CA,-8
38.664824,-121.52061,Point,Sacramento,95835,1,"38.664824,-121.52061",CA,-8
44.803005,-71.84683,Point,Island Pond,5846,1,"44.803005,-71.84683",VT,-5
41.188746,-73.1813,Point,Bridgeport,6608,1,"41.188746,-73.1813",CT,-5
42.641779,-71.303488,Point,Lowell,1856,1,"42.641779,-71.303488",MA,-5
64.826445,-147.38884,Point,Fairbanks,99711,1,"64.826445,-147.38884",AK,-9
31.496025,-82.27322,Point,Mershon,31551,1,"31.496025,-82.27322",GA,-5
29.466085,-81.282815,Point,Palm Coast,32135,1,"29.466085,-81.282815",FL,-5
42.239933,-83.150823,Point,Detroit,48279,1,"42.239933,-83.150823",MI,-5
33.368238,-89.99776,Point,Coila,38923,1,"33.368238,-89.99776",MS,-6
33.650812,-81.61561,Point,Aiken,29805,1,"33.650812,-81.61561",SC,-5
34.935105,-84.94642,Point,Cohutta,30710,1,"34.935105,-84.94642",GA,-5
28.94159,-82.503117,Point,Pine Ridge,34426,1,"28.94159,-82.503117",FL,-5
34.921827,-85.63784,Point,Bryant,35958,1,"34.921827,-85.63784",AL,-6
31.859531,-85.75558,Point,Banks,36005,1,"31.859531,-85.75558",AL,-6
35.106467,-86.2035,Point,Belvidere,37306,1,"35.106467,-86.2035",TN,-6
35.585467,-84.94125,Point,Evensville,37332,1,"35.585467,-84.94125",TN,-5
40.385143,-75.76372,Point,Oley,19547,1,"40.385143,-75.76372",PA,-5
38.893311,-77.014647,Point,Washington,20314,1,"38.893311,-77.014647",DC,-5
38.882856,-75.98842,Point,Cordova,21625,1,"38.882856,-75.98842",MD,-5
37.528076,-75.822769,Point,Exmore,23351,1,"37.528076,-75.822769",VA,-5
37.13549,-81.563406,Point,Red Ash,24640,1,"37.13549,-81.563406",VA,-5
38.631892,-81.62048,Point,Kenna,25248,1,"38.631892,-81.62048",WV,-5
37.611434,-82.72503,Point,Allen,41601,1,"37.611434,-82.72503",KY,-5
37.86975,-86.99535,Point,Maceo,42355,1,"37.86975,-86.99535",KY,-6
37.666515,-86.86454,Point,Whitesville,42378,1,"37.666515,-86.86454",KY,-6
41.686778,-83.43943,Point,Toledo,43667,1,"41.686778,-83.43943",OH,-5
35.198687,-81.54162,Point,Earl,28038,1,"35.198687,-81.54162",NC,-5
45.625353,-85.041872,Point,Cross Village,49723,1,"45.625353,-85.041872",MI,-5
48.999101,-98.35241,Point,Maida,58255,1,"48.999101,-98.35241",ND,-6
38.810072,-84.21176,Point,Neville,45156,1,"38.810072,-84.21176",OH,-5
40.438744,-84.26309,Point,Kettlersville,45336,1,"40.438744,-84.26309",OH,-5
39.039348,-87.04871,Point,Switz City,47465,0,"39.039348,-87.04871",IN,-5
39.042939,-95.769657,Point,Topeka,66692,1,"39.042939,-95.769657",KS,-6
38.702546,-97.642827,Point,Smolan,67479,1,"38.702546,-97.642827",KS,-6
38.618706,-99.74865,Point,Brownell,67521,1,"38.618706,-99.74865",KS,-6
40.868727,-99.97697,Point,Cozad,69130,1,"40.868727,-99.97697",NE,-6
36.66101,-90.850785,Point,Briar,63931,1,"36.66101,-90.850785",MO,-6
38.634516,-91.9766,Point,Tebbetts,65080,1,"38.634516,-91.9766",MO,-6
38.000442,-87.54178,Point,Evansville,47711,1,"38.000442,-87.54178",IN,-6
40.040014,-86.893614,Point,Crawfordsville,47937,0,"40.040014,-86.893614",IN,-5
42.833034,-82.50425,Point,Saint Clair,48079,1,"42.833034,-82.50425",MI,-5
42.928735,-84.7996,Point,Westphalia,48894,1,"42.928735,-84.7996",MI,-5
46.972432,-92.10105,Point,Duluth,55803,1,"46.972432,-92.10105",MN,-6
34.479852,-91.53854,Point,Stuttgart,72160,1,"34.479852,-91.53854",AR,-6
35.044021,-93.4195,Point,Danville,72833,1,"35.044021,-93.4195",AR,-6
29.764553,-82.87062,Point,Bell,32619,1,"29.764553,-82.87062",FL,-5
42.292692,-75.47528,Point,Bainbridge,13733,1,"42.292692,-75.47528",NY,-5
42.064978,-71.62992,Point,Uxbridge,1569,1,"42.064978,-71.62992",MA,-5
33.387534,-84.65511,Point,Sharpsburg,30277,1,"33.387534,-84.65511",GA,-5
33.003455,-83.55078,Point,Gray,31032,1,"33.003455,-83.55078",GA,-5
31.708837,-86.38617,Point,Rutledge,36071,1,"31.708837,-86.38617",AL,-6
35.781607,-83.93591,Point,Maryville,37804,1,"35.781607,-83.93591",TN,-5
47.66377,-122.30118,Point,Seattle,98105,1,"47.66377,-122.30118",WA,-8
48.699642,-122.66658,Point,Lummi Island,98262,1,"48.699642,-122.66658",WA,-8
47.196272,-122.31577,Point,Puyallup,98371,1,"47.196272,-122.31577",WA,-8
47.178883,-100.76,Point,Wilton,58579,1,"47.178883,-100.76",ND,-6
34.391847,-100.40597,Point,Tell,79259,1,"34.391847,-100.40597",TX,-6
34.088808,-118.40612,Point,Beverly Hills,90210,1,"34.088808,-118.40612",CA,-8
64.737306,-155.48769,Point,Ruby,99768,1,"64.737306,-155.48769",AK,-9
37.465392,-92.09651,Point,Success,65570,1,"37.465392,-92.09651",MO,-6
37.088979,-98.37544,Point,Hazelton,67061,1,"37.088979,-98.37544",KS,-6
42.845614,-98.56946,Point,Bristow,68719,1,"42.845614,-98.56946",NE,-6
42.469145,-97.9023,Point,Creighton,68729,1,"42.469145,-97.9023",NE,-6
46.650216,-112.59075,Point,Avon,59713,1,"46.650216,-112.59075",MT,-7
46.900409,-113.64027,Point,Bonner,59823,1,"46.900409,-113.64027",MT,-7
39.71345,-90.72045,Point,Griggsville,62340,1,"39.71345,-90.72045",IL,-6
40.402015,-91.33182,Point,Hamilton,62341,1,"40.402015,-91.33182",IL,-6
42.263223,-92.69186,Point,Lincoln,50652,1,"42.263222999999996,-92.69186",IA,-6
43.428983,-95.10892,Point,Spirit Lake,51360,1,"43.428983,-95.10892",IA,-6
43.645603,-89.78104,Point,Wisconsin Dells,53965,1,"43.645603,-89.78104",WI,-6
45.062111,-92.02641,Point,Boyceville,54725,1,"45.062111,-92.02641",WI,-6
44.971494,-97.58996,Point,Garden City,57236,1,"44.971494,-97.58996",SD,-6
43.261271,-98.16163,Point,Delmont,57330,1,"43.261271,-98.16163",SD,-6
47.05992,-107.80028,Point,Mosby,59058,1,"47.05992,-107.80028",MT,-7
39.14665,-90.00059,Point,Shipman,62685,1,"39.14665,-90.00059",IL,-6
34.112958,-118.15577,Point,South Pasadena,91030,1,"34.112958,-118.15577",CA,-8
34.048544,-117.23274,Point,Bryn Mawr,92318,1,"34.048544,-117.23274",CA,-8
34.720285,-116.1982,Point,Ludlow,92338,1,"34.720285,-116.1982",CA,-8
44.195319,-98.3734,Point,Alpena,57312,1,"44.195319,-98.3734",SD,-6
46.678858,-109.64119,Point,Judith Gap,59453,1,"46.678858,-109.64119",MT,-7
35.22704,-97.28198,Point,Norman,73026,1,"35.22704,-97.28198",OK,-6
35.388059,-97.73626,Point,Mustang,73064,1,"35.388059,-97.73626",OK,-6
39.922732,-92.19521,Point,Leonard,63451,1,"39.922732,-92.19521",MO,-6
37.073473,-92.4949,Point,Macomb,65702,1,"37.073473,-92.4949",MO,-6
44.087601,-90.842289,Point,Cataract,54620,1,"44.087601,-90.842289",WI,-6
43.900433,-91.071758,Point,West Salem,54699,1,"43.900433,-91.071758",WI,-6
40.537652,-88.73274,Point,Cooksville,61730,1,"40.537652,-88.73274",IL,-6
37.193451,-104.97188,Point,Weston,81091,1,"37.193451,-104.97188",CO,-7
33.701827,-101.69093,Point,Idalou,79329,1,"33.701827,-101.69093",TX,-6
39.535446,-122.57667,Point,Elk Creek,95939,1,"39.535446,-122.57667000000001",CA,-8
43.864671,-122.70932,Point,Lowell,97452,1,"43.864671,-122.70932",OR,-8
42.026248,-121.41706,Point,Malin,97632,1,"42.026248,-121.41706",OR,-8
46.433226,-122.80083,Point,Toledo,98591,1,"46.433226,-122.80083",WA,-8
47.693741,-117.38829,Point,Spokane,99207,1,"47.693741,-117.38829",WA,-8
46.726526,-119.8857,Point,Mattawa,99349,1,"46.726526,-119.8857",WA,-8
36.165779,-109.61956,Point,Chinle,86503,0,"36.165779,-109.61956",AZ,-7
35.056747,-106.571978,Point,Kirtland AFB,87117,1,"35.056747,-106.571978",NM,-7
34.401452,-103.326445,Point,Cannon AFB,88103,1,"34.401452,-103.326445",NM,-7
36.322484,-114.819717,Point,The Lakes,88901,1,"36.322484,-114.819717",NV,-8
36.623699,-119.30892,Point,Orange Cove,93646,1,"36.623699,-119.30892",CA,-8
34.192102,-118.14206,Point,Altadena,91001,1,"34.192102,-118.14206",CA,-8
32.879529,-80.05911,Point,North Charleston,29418,1,"32.879529,-80.05911",SC,-5
34.228478,-84.50402,Point,Canton,30114,1,"34.228478,-84.50402",GA,-5
31.74991,-81.75813,Point,Ludowici,31316,1,"31.74991,-81.75813",GA,-5
31.571596,-82.854631,Point,Douglas,31534,1,"31.571596,-82.854631",GA,-5
33.63815,-86.91956,Point,Brookside,35036,1,"33.63815,-86.91956",AL,-6
38.037847,-84.61645,Point,Lexington,40501,1,"38.037847,-84.61645",KY,-5
37.33162,-82.462574,Point,Rockhouse,41561,1,"37.33162,-82.462574",KY,-5
38.115015,-122.29055,Point,Vallejo,94592,1,"38.115015,-122.29055",CA,-8
37.777208,-121.955399,Point,Richmond,94807,1,"37.777208,-121.955399",CA,-8
37.5596,-120.9141,Point,Keyes,95328,1,"37.5596,-120.9141",CA,-8
33.016928,-116.846046,Point,San Diego,92192,1,"33.016928,-116.846046",CA,-8
34.839964,-115.967051,Point,Loma Linda,92357,1,"34.839964,-115.967051",CA,-8
34.044662,-118.24255,Point,Los Angeles,90013,1,"34.044662,-118.24255",CA,-8
45.594465,-122.28112,Point,Washougal,98671,1,"45.594465,-122.28112",WA,-8
61.391728,-149.99002,Point,Wasilla,99687,1,"61.391728,-149.99002",AK,-9
44.308395,-94.46149,Point,New Ulm,56073,1,"44.308395,-94.46149",MN,-6
45.88645,-95.38287,Point,Alexandria,56308,1,"45.88645,-95.38287",MN,-6
44.889927,-97.92375,Point,Raymond,57258,1,"44.889927,-97.92375",SD,-6
37.493888,-82.94192,Point,Hueysville,41640,1,"37.493888,-82.94192",KY,-5
36.723872,-88.652009,Point,Lynnville,42063,1,"36.723872,-88.652009",KY,-6
25.558428,-80.458168,Point,Miami,33296,1,"25.558428,-80.458168",FL,-5
28.475662,-82.50199,Point,Brooksville,34609,1,"28.475662,-82.50199",FL,-5
33.77109,-86.80672,Point,Kimberly,35091,1,"33.77109,-86.80672",AL,-6
43.30957,-96.45816,Point,Inwood,51240,1,"43.30957,-96.45816",IA,-6
41.455142,-95.64792,Point,Neola,51559,1,"41.455142,-95.64792",IA,-6
42.532592,-90.49997,Point,Hazel Green,53811,1,"42.532592,-90.49997",WI,-6
44.829056,-85.27959,Point,Rapid City,49676,1,"44.829056,-85.27959",MI,-5
33.844371,-84.47405,Point,Atlanta,31131,1,"33.844371,-84.47405",GA,-5
36.029987,-83.80705,Point,Knoxville,37924,1,"36.029987,-83.80705",TN,-5
31.86883,-89.00323,Point,Heidelberg,39439,1,"31.86883,-89.00323",MS,-6
33.463558,-89.46705,Point,Stewart,39767,1,"33.463558,-89.46705",MS,-6
39.293921,-106.06889,Point,Alma,80420,1,"39.293921,-106.06889",CO,-7
38.93148,-88.0252,Point,Sainte Marie,62459,1,"38.93148,-88.0252",IL,-6
35.710614,-91.7639,Point,Locust Grove,72550,1,"35.710614,-91.7639",AR,-6
35.528854,-94.05225,Point,Mulberry,72947,1,"35.528854,-94.05225",AR,-6
41.014534,-97.60967,Point,Benedict,68316,1,"41.014534,-97.60967",NE,-6
