datetime,city,state,country,shape,duration_seconds,duration_hours_min,comments,date_posted,latitude,longitude 
6/1/1947 17:00,espanola (outside of),nm,us,circle,300,5 minutes,Saucer shaped object  about  ten feet in diam.,8/30/2013,35.9911111,-106.08
6/1/1947 18:00,oroville,ca,us,,60,1 minute,I was only six but I was playing jacks in front of my home I looked up at the ball and there they were..no noise..I know now they w,12/2/2000,39.5138889,-121.5552778
6/1/1950 12:00,mexicali (mexico),,,disk,60,1 minute,Large disk observed by townspeople in large Mexican city,12/16/2005,32.624539,-115.452262
6/1/1950 16:00,philadelphia,ms,us,disk,600,ten minutes or less,Childhood sighting of disk witnessed by mother and sons.,6/12/2008,32.7713889,-89.1166667
6/1/1950 20:00,pittsburgh,pa,us,oval,1500,20/25 minutes,One larger white object &amp; 2 smaller round white objects.,2/14/2006,40.4405556,-79.9961111
6/1/1951 7:00,brandon (canada),mb,ca,disk,1800,30 minutes,Circular Craft and Man in Black Sighted in Summer of 1951 at Brandon Manitoba Canada,2/18/2001,49.833333,-99.95
6/1/1951 19:00,oklahoma (northeastern part; in-flight sighting),ok,,cigar,300,5 minutes,Observed cigar-shaped object flying next to commercial airliner for 5 minutes pilot commenting on it.,12/16/2005,35.46756,-97.516428
6/1/1952 11:00,dousman,wi,us,,10,10 seconds,Silver monkeys that were about 3-4 feet tall.,3/31/2008,43.0141667,-88.4725
6/1/1952 12:00,linlithgow (west  lothian) (uk/scotland),,gb,circle,120,2 mins.,It was about my lunch time i looked up to see the town clock as i passed almost dircetly overhead i observed a flying disk circular s,12/2/2000,55.889082,-3.569419
6/1/1952 22:00,norfolk/newport news (aboard ferry boat between),va,,fireball,10,10 seconds,Best recall as a SUnday night.  From east side of ferry boat spotted string of brilliant red balls that apeared to be diving into the s,2/16/2000,36.884735,-76.299024
6/1/1953 21:00,fresno,ca,us,,300,5 minutes,i  seem to  be the only one of  my  siblings  to  recall this event.i  do not  understand  why  this  is. 500 Lights On Object0: Ye,3/31/2008,36.7477778,-119.7713889
6/1/1954 0:00,houston,tx,us,disk,180,2-3 minutes,I fulfilled my duty by passing on an unusual accourance,6/12/2008,29.7630556,-95.3630556
6/1/1954 6:00,ovid,ny,us,disk,600,10 min.,I saw two silver/gray objects of different shapes.,12/5/2001,42.6763889,-76.8233333
6/1/1954 8:00,springfield (rural area near),il,us,cylinder,600,5-10 mins.,This happened many years ago when I was a child.  Object 3&#39 long crystal type cylinder pinkish color came in fast from the East and,12/2/2000,39.8016667,-89.6436111
6/1/1954 19:00,el cerrito,ca,us,light,300,5 minutes,It was a Sunday evening and must have been in November of Decemberme to Berkeley because it was dark and I needed to be in Berkeley for,8/5/2001,37.9158333,-122.3105556
6/1/1954 19:00,toledo,oh,us,disk,60,one minutue,SEE ABOVE,8/5/2001,41.6638889,-83.5552778
6/1/1954 20:00,norfolk/nob,va,,disk,15,10 -15 seconds,bright white like full moons slightly tilted crossed over our ship from west to east not at high rate of speed  clear night  none of t,11/23/1999,38.393797,-78.129907
6/1/1954 20:00,philadelphia,pa,us,disk,2,seconds,They Are Our Brothers,12/2/2000,39.9522222,-75.1641667
6/1/1954 23:00,fish canyon,ca,,light,60,1 minute,Helix flight pattern at zenith,6/2/1998,34.157229,-117.923952
6/12/1950 10:30,budapest (hungary),,,circle,60,1min,The &#39object&#39 made an extremely high speed turn which would be impossible with our traditional thechnology even today.,1/31/2004,47.497912,19.040235
6/13/1947 20:18,oakmont,pa,us,unknown,600,approx.10 min.,a very brillant blue-white object coming towards us lowering above us and hovering over us a few minutes before shooting straight up,3/2/2004,40.5216667,-79.8425
6/13/1952 7:30,fortville (2-3 mi. n. of&#44 state road 13),in,,disk,20,18-20 sec.,3 saucer-shaped objects flying fast (with wobbling motion) from N. to S. at a medium-high altitude--no sound no trails only silence.,11/8/2003,39.932263,-85.848035
6/15/1947 10:00,winona (aprox.20 mi.north west of),mn,us,disk,15,15 sec,2 unmoving round objets side my side like eyes streight overhead above the fiew clouds that drifted under them.,4/2/1999,44.05,-91.6391667
6/15/1947 14:00,gackle,nd,us,other,3600,aprox. 1 hour,Alien hawk sighted in North Dakota,12/3/2004,46.6258333,-99.1416667
6/15/1947 18:00,madison,wi,us,disk,180,2-3 min.,Three  disks appear in the West stop at zenith and proceed Eastward a rapid rate of speed.,3/19/2002,43.0730556,-89.4011111
6/15/1950 13:00,grosse pointe park,mi,us,oval,600,10 minutes,1951-52  Grosse Pointe MI. Three saucer shaped objects entering into a large oval shapped object.,11/28/2007,42.3758333,-82.9375
6/15/1950 20:00,bonifay (near),fl,us,disk,10,10 seconds,The objects were discs white and I estimate were moving around 100 mph in a southerly direction.,1/12/2012,30.7916667,-85.6797222
6/15/1951 20:30,greenville,ms,us,disk,300,5 minutes,Sighting of white lights in evening sky west of Greenville MS circa 1951.,2/14/2006,33.41,-91.0616667
6/15/1952 21:00,jacksonville,fl,us,triangle,30,30 seconds,extremely fast triangle shape object with one light on rear comes to a sudden stop then seems to shoot out of sight,9/13/2002,30.3319444,-81.6558333
6/15/1952 23:00,maywood,ca,us,circle,300,3 to 5 minutes,7 balls of *orange moon* lights in 2 V formations observed for 3 to 5 minutes until all sped off in 7 differen directions,6/9/2009,33.9866667,-118.1844444
6/15/1953 12:00,wenatchee,wa,us,disk,45,45 seconds,round silver-colored shiny saucer-shaped object flew at a high rate of speed horizon to horizon - taking about 45 seconds,1/17/2004,47.4236111,-120.3091667
6/15/1953 18:00,north bend,wa,us,circle,120,2 minutes,My cousin and I who were children at the time watched a round smooth silent object which had a pinkish glow come across his field f,9/26/1998,47.4958333,-121.7855556
6/15/1954 11:45,claymont,de,us,disk,10,10 secs,It was just before noon on a warm sunny  June day I was 16 yrs old. Riding in the car with my brother-inlaw driving my sister riding,11/8/2003,39.8005556,-75.46
6/15/1954 16:30,ellington afb,tx,,disk,720,12 min.,Radar site-200mi range @Ellington AFB-Radar op observed an unidentified object  coming in from NW at a high rate of speed-Abt 8 of us w,2/14/2006,29.6007,-95.176952
6/17/1953 7:30,galveston,tx,us,cigar,180,3 minutes,It had been my habit before I opened my place of business each morning to do my early morning fishing. This one particular morning I ha,8/5/2001,29.3011111,-94.7975
6/20/1947 12:00,hayward,ca,us,circle,1800,30 minutes,We where very close to five bright gold saucers for approx. twenty minutes.,9/9/2013,37.6688889,-122.0797222
6/20/1950 10:00,booneville,ms,us,disk,4,4 sec,Youngster observes shiny disc-shaped craft,7/23/2000,34.6580556,-88.5666667
6/20/1950 17:00,galveston,tx,us,sphere,600,5 to 10 minutes,Large orange-red  lowering &quot;Moon&quot; object,10/30/2006,29.3011111,-94.7975
6/21/1952 22:00,lansing (few miles northwest of&#44 in the country),mi,us,other,2,sew seconds,It was like a star that moved it was 1952 before there was any space traffic or objects and was not an aircraft.,1/17/2004,42.7325,-84.5555556
6/22/1952 17:45,chester,pa,us,oval,300,5 min.,My parents &amp; I &amp; my brother were walking to a resturant &amp; we saw 4 flying objects flying in formation.  My father called out to two wom,3/17/2004,39.8494444,-75.3561111
6/23/1954 2:00,lorton,va,us,other,120,minutes,My Mother heard what she believed was a UFO.,11/8/2003,38.7041667,-77.2280556
6/23/1954 23:00,langley air force base,va,,circle,1800,30 minutes,Object appearing larger than a full moon hovering over hangers moved at varying speeds and made 90 and 180-degree turns.,3/16/2000,37.083507,-76.359224
6/25/1954 3:30,thrifty,tx,us,circle,45,45 seconds,6-25-1954 Red circle of light in Thrifty Texas.  USA.,3/21/2014,31.8108333,-99.1316667
6/30/1944 10:00,ft. duschene (near),ut,,disk,600,10 minutes,Woman 20s sees round object near Ft. Duchesne UT,5/15/2013,40.288016,-109.85459
6/30/1947 18:00,baltimore,md,us,oval,8,8 sec,I wasn&#39t the only saw them,10/27/2004,39.2902778,-76.6125
6/30/1949 15:00,knoxville,tn,us,other,900,~15 minutes,We saw a small object the size of a car shaped like a jet that hovered near the ground in 1949 or 1950.,3/18/2014,35.9605556,-83.9208333
6/30/1950 16:00,lac du flambeau,wi,us,disk,30,30 seconds,saucer like disc submerging from waters disapears instantaneously water boils before submerging.,3/19/2009,45.9697222,-89.8919444
6/30/1950 17:30,florence (??),co,us,disk,3,2-3 seconds,Possible ufo in a western movie.  (NUFORC Note:  &quot;Rio Grande&quot; with John Wayne.  Reported to NUFORC before.  PD)),1/21/2008,38.3902778,-105.1180556
6/30/1950 17:30,florence (??)),co,us,light,0.5,.5 sec,The move classic Rio Grand  in the sean between John Wayne and Ohair where he gives her flowers UFO moves in from uper left to right b,1/21/2008,38.3902778,-105.1180556
6/30/1951 7:00,jackson heights,ny,us,disk,5,5 seconds,While watching a movie &quot;Captain Horatio Hornblower&quot; the HMS Southerland in a battle with a French castle and four French ships(about,12/12/2009,40.7555556,-73.8858333
6/30/1951 19:00,birmingham,al,us,unknown,3,3 seconds,I was suddenly aware of most of the sky being filled with a white light. No sound. It moved away quickly (one to three seconds) with no,10/30/2006,33.5205556,-86.8025
6/30/1952 3:00,pecos,tx,us,disk,7200,1-2hrs,West Texas to Carlsbad NM,3/19/2009,31.4227778,-103.4927778
6/30/1952 13:00,new york city (bronx),ny,us,disk,60,1 minute,We were flying kites on the roof when someone yelled look at that.A disk was(approx.the size of a dime at arms length) was sitting in t,1/12/2012,40.7141667,-74.0063889
6/30/1952 18:30,auburn,wa,us,oval,60,1 minute,Early nighttime sighting of huge oval object for 1 minute.,2/14/2006,47.3075,-122.2272222
6/30/1952 21:00,miami,fl,us,disk,18000,1 to 5 hours,No one is able to believe,8/7/2011,25.7738889,-80.1938889
6/30/1953 0:00,cleveland,oh,us,fireball,35,35sec,The object came from the north from Canada meteor shaped fire ball with crackling sounds and a little tail and sparks glowing red and o,2/14/2010,41.4994444,-81.6955556
6/30/1953 15:00,kelso (cowlitz co. hills),wa,us,oval,300,5 min.,Three UFO&#39s witnessed by local people in the northwest U.S. in the early 1950s still unexplained.,8/7/2007,46.1469444,-122.9072222
6/30/1954 12:00,hawthorne,ca,us,light,120,several minutes,Stationary light for several minutes (far away) takiing off suddenly at great speed.,10/30/2006,33.9163889,-118.3516667
6/30/1954 15:00,pasadena,ca,us,circle,300,5 minutes,An incandescent white circular object passed over Pasadena CA and ejected a smaller version of itself.,4/14/2009,34.1477778,-118.1436111
6/30/1954 23:00,uk/england,,,fireball,120,several minutes,B-17 Pilot Report:  Fiery orb tracks USAF bomber on night mission; returns 30 minutes later dumbfounding pilots.,2/7/2014,52.355518,-1.17432
6/3/1951 13:00,jasper,nc,us,oval,300,5 minutes,MIDDAY OVAL SHAPE ANITQUE COLOR OBJECT SITTING HALF WAY BETWEEN TALL PINE TREES AND THE GROUND.,6/20/2005,35.2013889,-77.2069444
6/6/1944 1:00,france,,,cigar,1200,15-20 min,I was part of the 8th Air force during world war two. We where on a bombing mission in the early hours of the Normandy landings our tar,12/12/2009,46.227638,2.213749
6/6/1951 2:00,mount pinos (beyond ski area parking),ca,,disk,7200,2 hours,2 ufos seen over mt pinos  people in sleeping bags gone in morning airline pilots on ground see objects also,10/8/2007,34.811645,-119.14733
6/6/1952 13:00,evergreen,co,us,disk,18000,5hrs,Childhood abduction and mental and visual encounters through out life.,6/4/2004,39.6333333,-105.3166667
6/7/1950 20:00,kensington,md,us,oval,600,10 minutes,Reflective oval seen hovering over Washington D.C.,11/28/2007,39.0255556,-77.0766667
6/8/1943 14:00,france (over&#44 somewhere),,,light,300,5 min.,light next to my b-17,11/26/2003,46.227638,2.213749
6/8/1950 10:00,kansas city,mo,us,disk,900,15minutes,The ufo came from the East as I was looking North. It hovered briefly above the house across the street from me; that house was on a s,12/16/2005,39.0997222,-94.5783333
7/10/1950 20:30,east palestine (outside of),oh,us,light,300,approx 5 min,Lights observed moving in and out of a thunderstorm,4/28/2001,40.8338889,-80.5405556
7/10/1951 23:30,provo,ut,us,disk,1800,30 minutes,Observed a gray saucer shaped object for 30 minutes clear blue sky no clouds hover move slowly and accelerate out of sight.,6/13/2002,40.2338889,-111.6577778
7/1/1944 20:00,south kingstown,ri,,sphere,240,4 minutes,This event was related to me tonight 29 December 2008 by a carpenter who is working at my house here in South Kingstown RI.  After d,1/10/2009,41.447569,-71.524667
7/1/1947 20:00,cashmere,wa,us,formation,120,2 minutes,THE SIGHTING.&#9;It was a clear summer&#8217;s evening in 1947 (or 1948 &#8211; I can&#8217;t be sure of the exact year).  The sun had just set over th,4/16/2005,47.5225,-120.4686111
7/1/1947 20:00,maywood,ca,us,disk,120,2  minutes,1947 UFO sighting Date: ? sometime in early summer Time: after dark (between 7 - 9 pm) Place: Maywood IL not far from O&#8217;hare Airbase (n,4/16/2005,33.9866667,-118.1844444
7/1/1947 20:00,wexford,pa,us,unknown,10,10 seconds,I have told this to people over many years. While on school vacation at my uncles junk yard one evening I noticed on the horizon at dus,9/13/2002,40.6263889,-80.0561111
7/1/1949 11:00,fairbanks,ak,us,disk,120,2 minutes,Enormous metallic disc in Alaska sky 1949.,12/23/2013,64.8377778,-147.7163889
7/1/1949 16:00,marion,al,us,formation,60,under 1 minute,GEORGIA UFO GROUP Report/Tom Sheets:  Witness Debriefing-Alabama Orbs 1949,8/24/2004,32.6322222,-87.3191667
