datetime,city,state,country,shape,duration_seconds,duration_hours_min,comments,date_posted,latitude,longitude 
6/20/1988 17:30,conroe,tx,us,fireball,60,1 minute,Unknow 6 ft long ball of flame fire that pause fly 3 circle around the tree then up it went.,3/13/2012,30.3116667,-95.4558333
6/20/1988 20:00,columbia,pa,us,oval,180,3 minutes,oval ring of lights hovering moved vertically and fast,12/3/2004,40.0336111,-76.5047222
6/20/1989 1:00,severna park,md,us,unknown,7200,2 hours,Occurred : 10/28/2003 01:00 (Entered as : 10/28/2003 01:00) Reported: 10/31/2003 3:23:47 AM 03:23 Posted: 10/31/2003 Location: Pasadena,4/16/2005,39.0702778,-76.5455556
6/20/1989 21:30,london (uk/england),,gb,triangle,900,10-15 mins,UFO&#39S IN ENFIELDMIDDLESEX,12/2/2000,51.514125,-0.093689
6/20/1989 22:45,albuquerque,nm,us,formation,600,less than 10 minutes,14 lighted objects on a clear night in New Mexico.,8/7/2011,35.0844444,-106.6505556
6/20/1990 1:00,bremerton,wa,us,triangle,20,20 seconds,blazed along tree line then dissapeared.,2/11/2003,47.5675,-122.6313889
6/20/1990 14:30,longueuil (canada),pq,ca,light,300,5 minutes,En cette ann&eacute;e je demeur&eacute; avec mon copain puis j&#39avais trac&eacute; un cercle de peace and love 2 jours avant avec un crayons feutre juste par,9/9/2003,45.533333,-73.516667
6/20/1991 20:00,dover (near),de,us,triangle,14400,3-4 hours,1991 dover delaware.  triangular craft,9/2/2005,39.1580556,-75.5247222
6/20/1992 0:30,fruitland,id,us,light,60,1 minute,Bright light that zig-zagged in the sky.  Speed of pattern and size is impossible with human-made aircraft.,9/24/2003,44.0077778,-116.9155556
6/20/1992 2:00,fresno,ca,us,oval,120,2 minutes,BIG NOISELESS CRAFT AT SPEEDS FASTER THAN ANY THING EVER HEARD OF.,2/14/2006,36.7477778,-119.7713889
6/20/1992 22:00,jonesville,fl,us,rectangle,240,4 min,Looked up to see a rectangular shaped object floating above me it was the size of a football field.,10/30/2006,29.6538889,-82.5233333
6/20/1993 20:00,weymouth,ma,us,triangle,30,30 seconds,Was sitting on the back porch of my house with 2 of my friends and myself when we all noticed almost at the same time a strange triangl,7/16/2003,42.2208333,-70.9402778
6/20/1994 21:00,oroville,wa,us,triangle,180,2-3 min.,White Triangular shape,11/9/2004,48.9391667,-119.4344444
6/20/1995 2:00,howell,nj,,oval,60,1 minute,Huge oval craft seen moving E to W along I-195 in central NJ late one night,11/8/2003,40.164579,-74.208267
6/20/1995 2:00,multi,oh,,changing,7200,2 hours,Chased,11/20/2001,40.240441,-83.362144
6/20/1995 9:30,commerce,tx,us,circle,300,5 min.,I saw a craft in the sky that moved unlike all planes we see today&#33,8/5/2001,33.2469444,-95.8997222
6/20/1995 14:00,mascoutah,il,us,sphere,900,15min,Blue sphere following spotlight beam scared us to death.,7/11/2000,38.4902778,-89.7930556
6/20/1995 18:00,hewitt,tx,us,cigar,360,6min,Sunny evening...shiney cigar shaped object moving slowly rotating...then disappeared later followed by 3 military aircraft,1/28/1999,31.4622222,-97.1955556
6/20/1995 23:00,winchester,wi,us,circle,300,5 minutes,Orange glowing circle in the sky,7/16/2006,44.1986111,-88.6647222
6/20/1995 23:20,sedgley (uk/england),,gb,cone,600,10 minutes,2 illuminated conical ufo&#39s emmitting flashing circus type lights over sedgley UK,8/5/2001,52.533333,-2.116667
6/20/1996 2:00,sault ste. marie (canada),on,,triangle,15,10-15 seconds,The three lighted object hovered over us for a while then glided across the night sky quietly until we could not see it anymore.,5/24/2005,46.521858,-84.34609
6/20/1996 12:12,prince rupert (canada),bc,ca,,300,5 min,Man takes 4 photos and video of &quot;parachute&quot; shaped object receding slowly to NW.,12/2/2000,54.316667,-130.333333
6/20/1996 12:12,prince rupert (canada),bc,ca,other,180,3-min.,I&#39am submitting two UFO reports from two different places that have the same shape and colour as my ufo that i took on June 20th.1996.,3/19/2002,54.316667,-130.333333
6/20/1996 15:30,surrey (canada),bc,ca,other,1800,30 minutes plus,Strange Planes That Changed Shape And Appear To Be Interdimensional,12/12/2011,49.13635335,-122.8213433
6/20/1996 20:00,kanab,ut,us,fireball,180,3 minutes,i was at a trailer park by the edge of the K hill call the K hill because it has a K on it for kanab. I was getting my 7 month old son,7/26/2002,37.0475,-112.5255556
6/20/1997 0:35,sunnyside (granger&#44 on hwy 82),wa,us,light,300,5 min.,3 bright red lights clustered together  at first thought airplane no running lights or no sound flew over Outlook Wa. and headed for,1/28/1999,46.3238889,-120.0075
6/20/1997 1:00,ocala,fl,us,light,300,5 minutes,It was amber orange in color glowing and pulsating behind a cloud or vapor floated very slowly and split in two,6/18/2004,29.1869444,-82.1402778
6/20/1997 1:00,san lorenzo (puerto rico),pr,us,,60,0:01min,My mother was coming back from work when outside a cementary she saw a shape of a person with big red eyes trying to follow her.,11/2/1999,18.1913889,-65.9613889
6/20/1997 1:45,black horse pike,nj,,disk,60,1 minute,While riding in the passenger seat in our conversion van with my mom driving and other siblings asleep in the back. We were driving on,11/20/2013,39.5878,-74.846472
6/20/1997 4:30,seattle,wa,us,other,0.45,00.45 sec,on leaving work at giving time noticed fivebright spots in the sky the spots were evenly spaced in a v shapecloud cover was minimal,1/28/1999,47.6063889,-122.3308333
